"Data"	"Hora"	"Energia"	"Curta"	"Longa"	"Media"	"Ge15"	"Amostra"	"Referencia"	"Fluorescencia"
04/07/12	14:33:42	7482.800454098	954030	1	1	77786	13.7684504	0.0000000	8.15341237E-02
04/07/12	14:33:47	7483.600444541	953448	1	1	77663	13.7678402	0.0000000	8.14548879E-02
04/07/12	14:33:53	7484.399658656	953665	1	1	77487	13.7680677	0.0000000	8.12518023E-02
04/07/12	14:33:58	7485.200003933	953557	1	1	77985	13.7679545	0.0000000	8.17832599E-02
04/07/12	14:34:04	7485.999572574	952754	1	1	78224	13.7671120	0.0000000	8.21030402E-02
04/07/12	14:34:09	7486.800272917	952716	1	1	77681	13.7670721	0.0000000	8.15363655E-02
04/07/12	14:34:15	7487.600196318	952873	1	1	77970	13.7672369	0.0000000	8.18262245E-02
04/07/12	14:34:20	7488.40029708	953140	1	1	78014	13.7675171	0.0000000	8.18494660E-02
04/07/12	14:34:26	7489.19962017	952617	1	1	77892	13.7669682	0.0000000	8.17663342E-02
04/07/12	14:34:31	7490.000075618	952561	1	1	78207	13.7669094	0.0000000	8.21018286E-02
04/07/12	14:34:37	7490.799753086	951941	1	1	78222	13.7662583	0.0000000	8.21710589E-02
04/07/12	14:34:42	7491.599607726	952015	1	1	78157	13.7663361	0.0000000	8.20963955E-02
04/07/12	14:34:48	7492.399639594	951584	1	1	78292	13.7658832	0.0000000	8.22754481E-02
04/07/12	14:34:53	7493.199848749	950812	1	1	78034	13.7650716	0.0000000	8.20709036E-02
04/07/12	14:34:58	7494.000235249	950377	1	1	77976	13.7646140	0.0000000	8.20474401E-02
04/07/12	14:35:04	7494.799842578	950001	1	1	77934	13.7642183	0.0000000	8.20357031E-02
04/07/12	14:35:09	7495.599626945	948509	1	1	78388	13.7626466	0.0000000	8.26433908E-02
04/07/12	14:35:15	7496.399588408	948670	1	1	77792	13.7628163	0.0000000	8.20011174E-02
04/07/12	14:35:20	7497.199727025	948529	1	1	77847	13.7626676	0.0000000	8.20712914E-02
04/07/12	14:35:26	7498.000042853	947997	1	1	78152	13.7621066	0.0000000	8.24390794E-02
04/07/12	14:35:31	7498.799578318	947841	1	1	78022	13.7619420	0.0000000	8.23154938E-02
04/07/12	14:35:37	7499.600248533	947794	1	1	78100	13.7618925	0.0000000	8.24018721E-02
04/07/12	14:35:42	7500.400138076	947667	1	1	78016	13.7617585	0.0000000	8.23242764E-02
04/07/12	14:35:47	7501.20020464	947116	1	1	78065	13.7611769	0.0000000	8.24239058E-02
04/07/12	14:35:53	7502.000448281	945523	1	1	78113	13.7594935	0.0000000	8.26135377E-02
04/07/12	14:35:58	7502.799910365	946001	1	1	77869	13.7599989	0.0000000	8.23138665E-02
04/07/12	14:36:04	7503.599549219	945393	1	1	78152	13.7593560	0.0000000	8.26661505E-02
04/07/12	14:36:09	7504.400324019	944956	1	1	77825	13.7588936	0.0000000	8.23583320E-02
04/07/12	14:36:15	7505.200316798	944322	1	1	78143	13.7582225	0.0000000	8.27503754E-02
04/07/12	14:36:20	7505.99952698	944147	1	1	77872	13.7580372	0.0000000	8.24786818E-02
04/07/12	14:36:26	7506.799873493	944046	1	1	78394	13.7579302	0.0000000	8.30404451E-02
04/07/12	14:36:31	7507.600397066	942417	1	1	77825	13.7562031	0.0000000	8.25802166E-02
04/07/12	14:36:37	7508.400137578	939638	1	1	77388	13.7532500	0.0000000	8.23593767E-02
04/07/12	14:36:42	7509.20005484	939878	1	1	77383	13.7535054	0.0000000	8.23330262E-02
04/07/12	14:36:48	7510.000148912	938918	1	1	77576	13.7524834	0.0000000	8.26227636E-02
04/07/12	14:36:53	7510.80041985	941467	1	1	77880	13.7551946	0.0000000	8.27219648E-02
04/07/12	14:36:58	7511.599906685	940549	1	1	77975	13.7542190	0.0000000	8.29037084E-02
04/07/12	14:37:04	7512.399570078	940418	1	1	76988	13.7540797	0.0000000	8.18657235E-02
04/07/12	14:37:09	7513.200371539	940012	1	1	77838	13.7536479	0.0000000	8.28053259E-02
04/07/12	14:37:15	7514.000388434	939662	1	1	77763	13.7532755	0.0000000	8.27563528E-02
04/07/12	14:37:20	7514.799620182	939420	1	1	78141	13.7530179	0.0000000	8.31800473E-02
04/07/12	14:37:26	7515.599990384	938831	1	1	77486	13.7523908	0.0000000	8.25345563E-02
04/07/12	14:37:31	7516.399575131	938441	1	1	77584	13.7519753	0.0000000	8.26732847E-02
04/07/12	14:37:37	7517.200298871	937582	1	1	77987	13.7510595	0.0000000	8.31788580E-02
04/07/12	14:37:42	7518.000236847	937157	1	1	77485	13.7506061	0.0000000	8.26809169E-02
04/07/12	14:37:48	7518.800351419	937103	1	1	77658	13.7505485	0.0000000	8.28702928E-02
04/07/12	14:37:53	7519.59967949	936568	1	1	77399	13.7499774	0.0000000	8.26410896E-02
04/07/12	14:37:59	7520.400147212	935756	1	1	77650	13.7491100	0.0000000	8.29810335E-02
04/07/12	14:38:04	7521.199828125	934930	1	1	77948	13.7482269	0.0000000	8.33730868E-02
04/07/12	14:38:10	7521.999685438	932383	1	1	77652	13.7454990	0.0000000	8.32833717E-02
04/07/12	14:38:15	7522.79971921	928552	1	1	77127	13.7413817	0.0000000	8.30615841E-02
04/07/12	14:38:21	7523.599929498	929007	1	1	77238	13.7418716	0.0000000	8.31403854E-02
04/07/12	14:38:26	7524.40031636	928952	1	1	76842	13.7418123	0.0000000	8.27190210E-02
04/07/12	14:38:32	7525.199915212	928822	1	1	77472	13.7416724	0.0000000	8.34088771E-02
04/07/12	14:38:37	7525.999690328	929736	1	1	77317	13.7426560	0.0000000	8.31601659E-02
04/07/12	14:38:43	7526.799641764	930241	1	1	77491	13.7431990	0.0000000	8.33020690E-02
04/07/12	14:38:48	7527.59976958	931042	1	1	77914	13.7440597	0.0000000	8.36847317E-02
04/07/12	14:38:54	7528.400073832	930972	1	1	77534	13.7439845	0.0000000	8.32828485E-02
04/07/12	14:38:59	7529.199588873	930461	1	1	77782	13.7434354	0.0000000	8.35951211E-02
04/07/12	14:39:05	7530.000245957	929822	1	1	78152	13.7427484	0.0000000	8.40504957E-02
04/07/12	14:39:10	7530.80011352	928398	1	1	77893	13.7412158	0.0000000	8.39004393E-02
04/07/12	14:39:15	7531.600157324	928520	1	1	77777	13.7413472	0.0000000	8.37644854E-02
04/07/12	14:39:21	7532.400377426	927556	1	1	76856	13.7403084	0.0000000	8.28586091E-02
04/07/12	14:39:27	7533.199807115	927585	1	1	77665	13.7403397	0.0000000	8.37281759E-02
04/07/12	14:39:32	7534.000379774	926443	1	1	77802	13.7391078	0.0000000	8.39792626E-02
04/07/12	14:39:38	7534.800161708	926692	1	1	77840	13.7393765	0.0000000	8.39977037E-02
04/07/12	14:39:43	7535.600119745	926169	1	1	77391	13.7388120	0.0000000	8.35603437E-02
04/07/12	14:39:49	7536.400253941	925397	1	1	77811	13.7379781	0.0000000	8.40839121E-02
04/07/12	14:39:54	7537.199596521	924995	1	1	77703	13.7375436	0.0000000	8.40036973E-02
04/07/12	14:40:00	7538.000082996	924644	1	1	77339	13.7371641	0.0000000	8.36419206E-02
04/07/12	14:40:05	7538.799777544	924060	1	1	78185	13.7365323	0.0000000	8.46103067E-02
04/07/12	14:40:10	7539.599648054	923462	1	1	77636	13.7358849	0.0000000	8.40705952E-02
04/07/12	14:40:16	7540.399694586	923459	1	1	77352	13.7358817	0.0000000	8.37633290E-02
04/07/12	14:40:21	7541.199917195	921662	1	1	77186	13.7339338	0.0000000	8.37465361E-02
04/07/12	14:40:27	7542.00031594	922080	1	1	77610	13.7343873	0.0000000	8.41684019E-02
04/07/12	14:40:32	7542.799921551	921661	1	1	77446	13.7339328	0.0000000	8.40287264E-02
04/07/12	14:40:38	7543.599702987	921660	1	1	77485	13.7339317	0.0000000	8.40711325E-02
04/07/12	14:40:43	7544.399660303	920763	1	1	77573	13.7329580	0.0000000	8.42486069E-02
04/07/12	14:40:48	7545.199793558	920764	1	1	76718	13.7329590	0.0000000	8.33199387E-02
04/07/12	14:40:54	7546.000102808	920312	1	1	77122	13.7324680	0.0000000	8.37998418E-02
04/07/12	14:40:59	7546.799617719	918745	1	1	77170	13.7307639	0.0000000	8.39950149E-02
04/07/12	14:41:05	7547.600278919	919238	1	1	77281	13.7313003	0.0000000	8.40707194E-02
04/07/12	14:41:10	7548.400145467	918534	1	1	77485	13.7305342	0.0000000	8.43572475E-02
04/07/12	14:41:16	7549.200187814	918114	1	1	77213	13.7300768	0.0000000	8.40995780E-02
04/07/12	14:41:21	7550.000406015	918061	1	1	77449	13.7300191	0.0000000	8.43614967E-02
04/07/12	14:41:27	7550.799828671	917286	1	1	76620	13.7291746	0.0000000	8.35290193E-02
04/07/12	14:41:32	7551.600398541	916990	1	1	77726	13.7288518	0.0000000	8.47621021E-02
04/07/12	14:41:38	7552.400172552	916323	1	1	77549	13.7281242	0.0000000	8.46306379E-02
04/07/12	14:41:43	7553.200122221	915626	1	1	76935	13.7273633	0.0000000	8.40244816E-02
04/07/12	14:41:49	7554.000247603	914913	1	1	77074	13.7265843	0.0000000	8.42418897E-02
04/07/12	14:41:54	7554.799576231	913864	1	1	77075	13.7254370	0.0000000	8.43396829E-02
04/07/12	14:42:00	7555.600053	913486	1	1	77005	13.7250233	0.0000000	8.42979531E-02
04/07/12	14:42:05	7556.399732701	912998	1	1	76914	13.7244890	0.0000000	8.42433390E-02
04/07/12	14:42:10	7557.199587918	912566	1	1	76882	13.7240157	0.0000000	8.42481530E-02
04/07/12	14:42:16	7557.999618708	912349	1	1	77156	13.7237779	0.0000000	8.45685149E-02
04/07/12	14:42:21	7558.799825127	911385	1	1	76988	13.7227207	0.0000000	8.44736308E-02
04/07/12	14:42:27	7559.600207233	910713	1	1	76848	13.7219831	0.0000000	8.43822368E-02
04/07/12	14:42:32	7560.399791061	905813	1	1	76331	13.7165882	0.0000000	8.42679449E-02
04/07/12	14:42:38	7561.199550263	905695	1	1	76029	13.7164579	0.0000000	8.39454783E-02
04/07/12	14:42:43	7562.000459344	904915	1	1	76719	13.7155963	0.0000000	8.47803385E-02
04/07/12	14:42:49	7562.799595016	904558	1	1	75851	13.7152017	0.0000000	8.38542139E-02
04/07/12	14:42:54	7563.59988068	904326	1	1	76275	13.7149452	0.0000000	8.43445837E-02
04/07/12	14:43:00	7564.400341947	904463	1	1	76479	13.7150967	0.0000000	8.45573561E-02
04/07/12	14:43:05	7565.200003567	903966	1	1	76341	13.7145470	0.0000000	8.44511851E-02
04/07/12	14:43:10	7565.999840476	903782	1	1	76399	13.7143435	0.0000000	8.45325532E-02
04/07/12	14:43:16	7566.79985273	903546	1	1	76579	13.7140823	0.0000000	8.47538476E-02
04/07/12	14:43:21	7567.600040385	903173	1	1	76337	13.7136694	0.0000000	8.45209057E-02
04/07/12	14:43:27	7568.400403499	902737	1	1	76454	13.7131865	0.0000000	8.46913331E-02
04/07/12	14:43:32	7569.199965755	902205	1	1	76211	13.7125970	0.0000000	8.44719327E-02
04/07/12	14:43:38	7569.999703156	901283	1	1	76547	13.7115746	0.0000000	8.49311482E-02
04/07/12	14:43:43	7570.799615758	900589	1	1	76371	13.7108043	0.0000000	8.48011690E-02
04/07/12	14:43:49	7571.599703619	900214	1	1	76227	13.7103878	0.0000000	8.46765325E-02
04/07/12	14:43:54	7572.399966795	899579	1	1	76125	13.7096822	0.0000000	8.46229181E-02
04/07/12	14:44:00	7573.200405343	898906	1	1	75926	13.7089337	0.0000000	8.44648940E-02
04/07/12	14:44:05	7574.000041663	897997	1	1	76192	13.7079220	0.0000000	8.48466086E-02
04/07/12	14:44:10	7574.79985304	898138	1	1	76596	13.7080790	0.0000000	8.52831079E-02
04/07/12	14:44:16	7575.599839532	897472	1	1	75908	13.7073372	0.0000000	8.45797975E-02
04/07/12	14:44:21	7576.400001195	896430	1	1	75605	13.7061755	0.0000000	8.43401046E-02
04/07/12	14:44:27	7577.200338086	894391	1	1	76373	13.7038983	0.0000000	8.53910650E-02
04/07/12	14:44:32	7577.999871534	893293	1	1	75715	13.7026699	0.0000000	8.47594238E-02
04/07/12	14:44:38	7578.799579895	892726	1	1	75795	13.7020350	0.0000000	8.49028705E-02
04/07/12	14:44:43	7579.600442382	892755	1	1	76121	13.7020675	0.0000000	8.52652743E-02
04/07/12	14:44:49	7580.399521583	893239	1	1	75451	13.7026095	0.0000000	8.44689943E-02
04/07/12	14:44:54	7581.199755024	892447	1	1	75300	13.7017224	0.0000000	8.43747584E-02
04/07/12	14:44:59	7582.000163605	891698	1	1	75718	13.7008828	0.0000000	8.49143993E-02
04/07/12	14:45:05	7582.799767369	890262	1	1	76066	13.6992711	0.0000000	8.54422631E-02
04/07/12	14:45:10	7583.599545959	890087	1	1	75841	13.6990745	0.0000000	8.52062776E-02
04/07/12	14:45:16	7584.400479872	890838	1	1	75679	13.6999179	0.0000000	8.49525952E-02
04/07/12	14:45:21	7585.199627838	891872	1	1	76101	13.7010779	0.0000000	8.53272667E-02
04/07/12	14:45:27	7585.999931242	891878	1	1	76185	13.7010846	0.0000000	8.54208759E-02
04/07/12	14:45:32	7586.800409697	891926	1	1	75845	13.7011384	0.0000000	8.50350814E-02
04/07/12	14:45:38	7587.60008196	891019	1	1	75686	13.7001210	0.0000000	8.49431943E-02
04/07/12	14:45:43	7588.399928959	891026	1	1	75672	13.7001289	0.0000000	8.49268147E-02
04/07/12	14:45:48	7589.19995075	890612	1	1	75832	13.6996641	0.0000000	8.51459446E-02
04/07/12	14:45:54	7590.000147391	889549	1	1	75842	13.6984699	0.0000000	8.52589346E-02
04/07/12	14:45:59	7590.799536779	888884	1	1	75710	13.6977220	0.0000000	8.51742185E-02
04/07/12	14:46:05	7591.600083072	888519	1	1	75707	13.6973113	0.0000000	8.52058313E-02
04/07/12	14:46:11	7592.399821797	886599	1	1	76110	13.6951481	0.0000000	8.58448972E-02
04/07/12	14:46:16	7593.199735168	885970	1	1	75457	13.6944384	0.0000000	8.51687980E-02
04/07/12	14:46:22	7593.999823242	885892	1	1	75316	13.6943503	0.0000000	8.50171353E-02
04/07/12	14:46:27	7594.800086075	885217	1	1	75392	13.6935881	0.0000000	8.51678176E-02
04/07/12	14:46:33	7595.599540277	884905	1	1	75478	13.6932356	0.0000000	8.52950317E-02
04/07/12	14:46:38	7596.400152583	883921	1	1	75354	13.6921230	0.0000000	8.52496999E-02
04/07/12	14:46:44	7597.199955942	883430	1	1	75433	13.6915673	0.0000000	8.53865049E-02
04/07/12	14:46:49	7597.999933857	882769	1	1	75418	13.6908188	0.0000000	8.54334486E-02
04/07/12	14:46:54	7598.800086384	882296	1	1	75560	13.6902829	0.0000000	8.56401933E-02
04/07/12	14:47:00	7599.600413579	880966	1	1	75478	13.6887743	0.0000000	8.56764052E-02
04/07/12	14:47:05	7600.399930765	880528	1	1	74736	13.6882770	0.0000000	8.48763469E-02
