 Copper example
 Rmax  6.5000,  keep limit  0.000, heap limit  0.000    Feff 6L.02    paths 3.05
 Plane wave chi amplitude filter   2.50%
 -------------------------------------------------------------------------------
     1    2  12.000  index, nleg, degeneracy, r=  2.5527
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  125.2644    0.0000
    19    3  48.000  index, nleg, degeneracy, r=  5.2920
      x           y           z     ipot  label      rleg      beta        eta
   -3.610000   -1.805000   -1.805000   1 'Cu    '     4.4213  125.2644    0.0000
   -3.610000    0.000000    0.000000   1 'Cu    '     2.5527   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     3.6100  144.7356    0.0000
    20    3  96.000  index, nleg, degeneracy, r=  5.6977
      x           y           z     ipot  label      rleg      beta        eta
    1.805000    1.805000   -3.610000   1 'Cu    '     4.4213  146.4427    0.0000
    0.000000   -1.805000   -1.805000   1 'Cu    '     4.4213  106.7787    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  106.7787    0.0000
    21    3  48.000  index, nleg, degeneracy, r=  5.6977
      x           y           z     ipot  label      rleg      beta        eta
    3.610000   -1.805000   -1.805000   1 'Cu    '     4.4213  106.7787    0.0000
    1.805000   -1.805000   -3.610000   1 'Cu    '     2.5527  106.7787    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     4.4213  146.4427    0.0000
    22    2  24.000  index, nleg, degeneracy, r=  5.7079
      x           y           z     ipot  label      rleg      beta        eta
   -5.415000   -1.805000    0.000000   1 'Cu    '     5.7079  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     5.7079  180.0000    0.0000
    23    3  48.000  index, nleg, degeneracy, r=  5.9353
      x           y           z     ipot  label      rleg      beta        eta
   -3.610000    0.000000    0.000000   1 'Cu    '     3.6100  161.5651    0.0000
    1.805000    0.000000   -1.805000   1 'Cu    '     5.7079  153.4349    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527   45.0000    0.0000
    24    3  48.000  index, nleg, degeneracy, r=  5.9353
      x           y           z     ipot  label      rleg      beta        eta
   -1.805000    0.000000    5.415000   1 'Cu    '     5.7079  161.5651    0.0000
   -1.805000    0.000000    1.805000   1 'Cu    '     3.6100   45.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  153.4349    0.0000
    25    3  48.000  index, nleg, degeneracy, r=  5.9353
      x           y           z     ipot  label      rleg      beta        eta
   -1.805000   -5.415000    0.000000   1 'Cu    '     5.7079  153.4350    0.0000
    0.000000   -3.610000    0.000000   1 'Cu    '     2.5527   45.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     3.6100  161.5651    0.0000
    26    3  96.000  index, nleg, degeneracy, r=  6.0396
      x           y           z     ipot  label      rleg      beta        eta
    3.610000    0.000000   -3.610000   1 'Cu    '     5.1053  150.0000    0.0000
    0.000000    1.805000   -1.805000   1 'Cu    '     4.4213   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  120.0000    0.0000
    27    3  96.000  index, nleg, degeneracy, r=  6.0396
      x           y           z     ipot  label      rleg      beta        eta
    3.610000    0.000000   -3.610000   1 'Cu    '     5.1053  120.0000    0.0000
    1.805000   -1.805000   -3.610000   1 'Cu    '     2.5527   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     4.4213  150.0000    0.0000
    28    4  96.000  index, nleg, degeneracy, r=  6.0396
      x           y           z     ipot  label      rleg      beta        eta
   -1.805000    1.805000   -3.610000   1 'Cu    '     4.4213   90.0000    0.0000
   -3.610000    0.000000   -3.610000   1 'Cu    '     2.5527  120.0000    0.0000
   -1.805000    0.000000   -1.805000   1 'Cu    '     2.5527    0.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  150.0000    0.0000
    29    4  96.000  index, nleg, degeneracy, r=  6.0396
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    1.805000    1.805000   1 'Cu    '     2.5527    0.0000    0.0000
    0.000000    3.610000    3.610000   1 'Cu    '     2.5527  150.0000    0.0000
   -1.805000    1.805000    0.000000   1 'Cu    '     4.4213   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  120.0000    0.0000
    30    4  96.000  index, nleg, degeneracy, r=  6.0396
      x           y           z     ipot  label      rleg      beta        eta
    3.610000   -1.805000   -1.805000   1 'Cu    '     4.4213  106.7787  -29.4962
    1.805000   -1.805000   -3.610000   1 'Cu    '     2.5527  120.0000  109.4712
    1.805000    0.000000   -1.805000   1 'Cu    '     2.5527   60.0000  -70.5288
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  150.0000   58.5178
    31    4  48.000  index, nleg, degeneracy, r=  6.1627
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -3.610000    0.000000   1 'Cu    '     3.6100  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     3.6100   45.0000    0.0000
    0.000000    1.805000   -1.805000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527   45.0000    0.0000
    32    4  48.000  index, nleg, degeneracy, r=  6.1627
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    0.000000   -3.610000   1 'Cu    '     3.6100  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     3.6100  135.0000    0.0000
   -1.805000    0.000000   -1.805000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  135.0000    0.0000
    33    3  96.000  index, nleg, degeneracy, r=  6.2263
      x           y           z     ipot  label      rleg      beta        eta
    1.805000    1.805000    3.610000   1 'Cu    '     4.4213  131.8103    0.0000
    3.610000    0.000000    0.000000   1 'Cu    '     4.4213  114.0948    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     3.6100  114.0948    0.0000
    34    3  48.000  index, nleg, degeneracy, r=  6.2263
      x           y           z     ipot  label      rleg      beta        eta
   -1.805000    3.610000   -1.805000   1 'Cu    '     4.4213  114.0948    0.0000
    1.805000    3.610000   -1.805000   1 'Cu    '     3.6100  114.0948    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     4.4213  131.8103    0.0000
    35    2   8.000  index, nleg, degeneracy, r=  6.2527
      x           y           z     ipot  label      rleg      beta        eta
   -3.610000    3.610000   -3.610000   1 'Cu    '     6.2527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     6.2527  180.0000    0.0000
    36    3  96.000  index, nleg, degeneracy, r=  6.3409
      x           y           z     ipot  label      rleg      beta        eta
    3.610000   -1.805000   -1.805000   1 'Cu    '     4.4213  154.6482    0.0000
   -1.805000   -1.805000    0.000000   1 'Cu    '     5.7079  132.1304    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527   73.2213    0.0000
    37    3  96.000  index, nleg, degeneracy, r=  6.3409
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    1.805000   -5.415000   1 'Cu    '     5.7079  154.6482    0.0000
    1.805000    0.000000   -1.805000   1 'Cu    '     4.4213   73.2213    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  132.1304    0.0000
    38    3  96.000  index, nleg, degeneracy, r=  6.3409
      x           y           z     ipot  label      rleg      beta        eta
    1.805000    0.000000   -5.415000   1 'Cu    '     5.7079  132.1304    0.0000
    1.805000    1.805000   -3.610000   1 'Cu    '     2.5527   73.2213    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     4.4213  154.6482    0.0000
    39    4  96.000  index, nleg, degeneracy, r=  6.3816
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -3.610000   -3.610000   1 'Cu    '     5.1053  120.0000    0.0000
   -1.805000   -1.805000   -3.610000   1 'Cu    '     2.5527  120.0000  180.0000
    0.000000   -1.805000   -1.805000   1 'Cu    '     2.5527   60.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  180.0000    0.0000
    40    5  96.000  index, nleg, degeneracy, r=  6.3816
      x           y           z     ipot  label      rleg      beta        eta
    1.805000    1.805000    0.000000   1 'Cu    '     2.5527   60.0000  180.0000
    1.805000    3.610000   -1.805000   1 'Cu    '     2.5527  120.0000    0.0000
    3.610000    3.610000    0.000000   1 'Cu    '     2.5527  120.0000    0.0000
    1.805000    1.805000    0.000000   1 'Cu    '     2.5527    0.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  180.0000    0.0000
