
   Po:    Z = 84;   Atomic weight = 209.0000 g/mol ;    nominal density:   [INLINE] = 9.3000E+00 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  3.47053E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.01341E+05
          24 edges. Edge energies (keV):
          

    24 edges. Edge energies (keV):
  K      9.31050E+01  L I    1.69393E+01  L II   1.62443E+01  L III  1.38138E+01
  M I    4.14940E+00  M II   3.85410E+00  M III  3.30190E+00  M IV   2.79800E+00
  M V    2.68300E+00  N I    9.95300E-01  N II   8.51000E-01  N III  7.05000E-01
  N IV   5.00200E-01  N V    4.73400E-01  N VI   1.75344E-01  N VII  1.69362E-01
  O I    1.70906E-01  O II   1.25695E-01  O III  9.83141E-02  O IV   3.14000E-02
  O V    3.14000E-02  P I    1.67777E-02  P II   7.55974E-03  P III  5.39477E-03

          Relativistic correction estimate frel (H82,3/5CL) = -2.0248E+00, -1.1838E+00 e/atom
          Nuclear Thomson correction fNT = -1.8520E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=84, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm
4.060054E-02 -1.46203E+01  1.9832E+01  9.8350E+04  3.8069E-02  9.8350E+04  0.000E+00  3.054E+01
4.340198E-02 -1.17266E+01  2.8708E+01  1.3317E+05  4.7153E-02  1.3317E+05  0.000E+00  2.857E+01
4.639671E-02 -5.05348E+00  3.6047E+01  1.5643E+05  5.8137E-02  1.5643E+05  0.000E+00  2.672E+01
4.959809E-02  4.00012E+00  4.0152E+01  1.6299E+05  7.1353E-02  1.6299E+05  0.000E+00  2.500E+01
5.302035E-02  1.34722E+01  4.0538E+01  1.5394E+05  8.7179E-02  1.5394E+05  0.000E+00  2.338E+01
5.667876E-02  2.17164E+01  3.7827E+01  1.3437E+05  1.0604E-01  1.3437E+05  0.000E+00  2.187E+01
6.058959E-02  2.78497E+01  3.3190E+01  1.1029E+05  1.2840E-01  1.1029E+05  0.000E+00  2.046E+01
6.477028E-02  3.17236E+01  2.7795E+01  8.6400E+04  1.5478E-01  8.6400E+04  0.000E+00  1.914E+01
6.923942E-02  3.36554E+01  2.2503E+01  6.5438E+04  1.8577E-01  6.5438E+04  0.000E+00  1.791E+01
7.401695E-02  3.41429E+01  1.7810E+01  4.8446E+04  2.2199E-01  4.8446E+04  0.000E+00  1.675E+01
7.912411E-02  3.36700E+01  1.3907E+01  3.5388E+04  2.6411E-01  3.5388E+04  0.000E+00  1.567E+01
8.458368E-02  3.26109E+01  1.0798E+01  2.5704E+04  3.1288E-01  2.5704E+04  0.000E+00  1.466E+01
9.041995E-02  3.11832E+01  8.3912E+00  1.8685E+04  3.6906E-01  1.8685E+04  0.000E+00  1.371E+01
9.634786E-02  2.93011E+01  6.6374E+00  1.3870E+04  4.3017E-01  1.3870E+04  0.000E+00  1.287E+01
9.665893E-02  2.91520E+01  6.5603E+00  1.3665E+04  4.3348E-01  1.3665E+04  0.000E+00  1.283E+01
9.782257E-02  2.82875E+01  6.2831E+00  1.2932E+04  4.4597E-01  1.2932E+04  0.000E+00  1.267E+01
9.821583E-02  2.73356E+01  6.1932E+00  1.2696E+04  4.5023E-01  1.2696E+04  0.000E+00  1.262E+01
9.880571E-02  2.81544E+01  7.7889E+00  1.5872E+04  4.5664E-01  1.5872E+04  0.000E+00  1.255E+01
1.002804E-01  2.86859E+01  7.4102E+00  1.4878E+04  4.7283E-01  1.4878E+04  0.000E+00  1.236E+01
1.033284E-01  2.86682E+01  6.7105E+00  1.3076E+04  5.0700E-01  1.3077E+04  0.000E+00  1.200E+01
1.104581E-01  2.78604E+01  5.4257E+00  9.8899E+03  5.9049E-01  9.8905E+03  0.000E+00  1.122E+01
1.180797E-01  2.67265E+01  4.4669E+00  7.6166E+03  6.8488E-01  7.6173E+03  0.000E+00  1.050E+01
1.231813E-01  2.57564E+01  3.9909E+00  6.5232E+03  7.5077E-01  6.5240E+03  0.000E+00  1.007E+01
1.250667E-01  2.50497E+01  3.8405E+00  6.1827E+03  7.7563E-01  6.1835E+03  0.000E+00  9.913E+00
1.255695E-01  2.44003E+01  3.8024E+00  6.0968E+03  7.8231E-01  6.0976E+03  0.000E+00  9.874E+00
1.262272E-01  2.48901E+01  4.9240E+00  7.8541E+03  7.9107E-01  7.8549E+03  0.000E+00  9.822E+00
1.263237E-01  2.49441E+01  4.9147E+00  7.8333E+03  7.9236E-01  7.8341E+03  0.000E+00  9.815E+00
1.282091E-01  2.52820E+01  4.7404E+00  7.4444E+03  8.1766E-01  7.4452E+03  0.000E+00  9.670E+00
1.349368E-01  2.50633E+01  4.2126E+00  6.2856E+03  9.0997E-01  6.2865E+03  0.000E+00  9.188E+00
1.442475E-01  2.43241E+01  3.6646E+00  5.1150E+03  1.0425E+00  5.1160E+03  0.000E+00  8.595E+00
1.542005E-01  2.33895E+01  3.2370E+00  4.2266E+03  1.1895E+00  4.2278E+03  0.000E+00  8.040E+00
1.648404E-01  2.22058E+01  2.9046E+00  3.5478E+03  1.3517E+00  3.5492E+03  0.000E+00  7.521E+00
1.659746E-01  2.20528E+01  2.8750E+00  3.4877E+03  1.3693E+00  3.4891E+03  0.000E+00  7.470E+00
1.674882E-01  2.18240E+01  2.8371E+00  3.4105E+03  1.3928E+00  3.4119E+03  0.000E+00  7.403E+00
1.685150E-01  2.16308E+01  2.8123E+00  3.3601E+03  1.4088E+00  3.3615E+03  0.000E+00  7.357E+00
1.691924E-01  2.14179E+01  2.7963E+00  3.3277E+03  1.4194E+00  3.3291E+03  0.000E+00  7.328E+00
1.702086E-01  2.13609E+01  3.0056E+00  3.5554E+03  1.4353E+00  3.5568E+03  0.000E+00  7.284E+00
1.707354E-01  2.12674E+01  3.0006E+00  3.5385E+03  1.4436E+00  3.5399E+03  0.000E+00  7.262E+00
1.718369E-01  2.12395E+01  3.1272E+00  3.6641E+03  1.4609E+00  3.6656E+03  0.000E+00  7.215E+00
1.727490E-01  2.11695E+01  3.1215E+00  3.6381E+03  1.4752E+00  3.6396E+03  0.000E+00  7.177E+00
1.744671E-01  2.09684E+01  3.1137E+00  3.5934E+03  1.5023E+00  3.5949E+03  0.000E+00  7.106E+00
1.751685E-01  2.08169E+01  3.1117E+00  3.5766E+03  1.5134E+00  3.5781E+03  0.000E+00  7.078E+00
1.762144E-01  2.07907E+01  3.2793E+00  3.7469E+03  1.5300E+00  3.7484E+03  0.000E+00  7.036E+00
1.762205E-01  2.07905E+01  3.2793E+00  3.7468E+03  1.5301E+00  3.7483E+03  0.000E+00  7.036E+00
1.788507E-01  2.05881E+01  3.3075E+00  3.7234E+03  1.5719E+00  3.7250E+03  0.000E+00  6.932E+00
1.883732E-01  1.96124E+01  3.5269E+00  3.7697E+03  1.7249E+00  3.7714E+03  0.000E+00  6.582E+00
2.013709E-01  1.82002E+01  4.1359E+00  4.1353E+03  1.9371E+00  4.1372E+03  0.000E+00  6.157E+00
2.152655E-01  1.67447E+01  5.1630E+00  4.8291E+03  2.1669E+00  4.8313E+03  0.000E+00  5.760E+00
2.301188E-01  1.53646E+01  6.6594E+00  5.8266E+03  2.4145E+00  5.8290E+03  0.000E+00  5.388E+00
2.459970E-01  1.42028E+01  8.6349E+00  7.0674E+03  2.6802E+00  7.0701E+03  0.000E+00  5.040E+00
2.629708E-01  1.34078E+01  1.1044E+01  8.4558E+03  2.9638E+00  8.4588E+03  0.000E+00  4.715E+00
