
   Pt:    Z = 78;   Atomic weight = 195.0800 g/mol ;    nominal density:   [INLINE] = 2.1410E+01 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  3.23938E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.15708E+05
          21 edges. Edge energies (keV):
          

  K      7.83948E+01  L I    1.38799E+01  L II   1.32726E+01  L III  1.15637E+01
  M I    3.29600E+00  M II   3.02650E+00  M III  2.64540E+00  M IV   2.20190E+00
  M V    2.12160E+00  N I    7.22000E-01  N II   6.09200E-01  N III  5.19000E-01
  N IV   3.30800E-01  N V    3.13300E-01  N VI   7.43000E-02  N VII  7.11000E-02
  O I    1.01700E-01  O II   6.53000E-02  O III  5.17000E-02  O IV   7.43991E-03
  O V    6.12538E-03

          Relativistic correction estimate frel (H82,3/5CL) = -1.6659E+00, -9.8160E-01 e/atom
          Nuclear Thomson correction fNT = -1.7109E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=78, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm

2.224304E+00  7.30782E+01  7.8178E+01  7.5815E+03  1.1061E+01  7.5926E+03  0.000E+00  5.574E-01
2.245938E+00  8.17530E+01  5.7096E+01  5.4837E+03  1.1047E+01  5.4947E+03  0.000E+00  5.520E-01
2.377781E+00  6.59294E+01  2.3582E+01  2.1393E+03  1.0952E+01  2.1503E+03  0.000E+00  5.214E-01
2.541848E+00  5.83316E+01  2.2986E+01  1.9506E+03  1.0815E+01  1.9614E+03  0.000E+00  4.878E-01
2.592492E+00  5.70214E+01  2.3507E+01  1.9559E+03  1.0769E+01  1.9667E+03  0.000E+00  4.782E-01
2.632173E+00  5.50447E+01  2.3949E+01  1.9627E+03  1.0732E+01  1.9734E+03  0.000E+00  4.710E-01
2.642755E+00  5.27253E+01  2.4066E+01  1.9644E+03  1.0722E+01  1.9751E+03  0.000E+00  4.691E-01
2.658627E+00  5.51866E+01  2.8877E+01  2.3429E+03  1.0707E+01  2.3536E+03  0.000E+00  4.663E-01
2.698308E+00  5.76883E+01  2.9180E+01  2.3327E+03  1.0669E+01  2.3434E+03  0.000E+00  4.595E-01
2.717235E+00  5.84097E+01  2.9305E+01  2.3264E+03  1.0650E+01  2.3370E+03  0.000E+00  4.563E-01
2.904724E+00  6.35241E+01  2.8370E+01  2.1068E+03  1.0461E+01  2.1173E+03  0.000E+00  4.268E-01
2.965970E+00  6.43351E+01  2.7469E+01  1.9978E+03  1.0396E+01  2.0082E+03  0.000E+00  4.180E-01
3.011367E+00  6.42496E+01  2.6800E+01  1.9197E+03  1.0348E+01  1.9300E+03  0.000E+00  4.117E-01
3.023473E+00  6.35100E+01  2.6630E+01  1.8999E+03  1.0335E+01  1.9102E+03  0.000E+00  4.101E-01
3.041632E+00  6.46389E+01  2.8139E+01  1.9956E+03  1.0316E+01  2.0059E+03  0.000E+00  4.076E-01
3.087030E+00  6.59512E+01  2.7483E+01  1.9204E+03  1.0267E+01  1.9307E+03  0.000E+00  4.016E-01
3.105150E+00  6.62830E+01  2.7228E+01  1.8915E+03  1.0248E+01  1.9017E+03  0.000E+00  3.993E-01
3.230080E+00  6.76616E+01  2.5595E+01  1.7092E+03  1.0111E+01  1.7193E+03  0.000E+00  3.838E-01
3.279520E+00  6.76913E+01  2.5008E+01  1.6449E+03  1.0057E+01  1.6550E+03  0.000E+00  3.781E-01
3.292704E+00  6.72548E+01  2.4856E+01  1.6283E+03  1.0042E+01  1.6383E+03  0.000E+00  3.765E-01
3.312480E+00  6.79967E+01  2.5730E+01  1.6755E+03  1.0020E+01  1.6855E+03  0.000E+00  3.743E-01
3.319406E+00  6.81819E+01  2.5651E+01  1.6669E+03  1.0013E+01  1.6769E+03  0.000E+00  3.735E-01
3.361920E+00  6.89051E+01  2.5178E+01  1.6155E+03  9.9656E+00  1.6255E+03  0.000E+00  3.688E-01
3.548445E+00  7.06289E+01  2.3279E+01  1.4151E+03  9.7583E+00  1.4249E+03  0.000E+00  3.494E-01
3.793288E+00  7.19837E+01  2.1170E+01  1.2039E+03  9.4863E+00  1.2134E+03  0.000E+00  3.269E-01
4.055024E+00  7.29709E+01  1.9274E+01  1.0253E+03  9.1988E+00  1.0345E+03  0.000E+00  3.058E-01
4.334821E+00  7.39184E+01  1.7512E+01  8.7143E+02  8.8982E+00  8.8033E+02  0.000E+00  2.860E-01
