
   W:    Z = 74;   Atomic weight = 183.8500 g/mol ;    nominal density:   [INLINE] = 1.9300E+01 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  3.05290E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.28884E+05
          20 edges. Edge energies (keV):
          

  K      6.95250E+01  L I    1.20998E+01  L II   1.15440E+01  L III  1.02068E+01
  M I    2.81960E+00  M II   2.57490E+00  M III  2.28100E+00  M IV   1.87160E+00
  M V    1.80920E+00  N I    5.95000E-01  N II   4.91600E-01  N III  4.25300E-01
  N IV   2.58800E-01  N V    2.45400E-01  N VI   3.65000E-02  N VII  3.36000E-02
  O I    7.71000E-02  O II   4.68000E-02  O III  3.56000E-02  O IV   6.10000E-03

          Relativistic correction estimate frel (H82,3/5CL) = -1.4515E+00, -8.5980E-01 e/atom
          Nuclear Thomson correction fNT = -1.6340E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=74, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm

4.586400E-02  1.31951E+01  5.2040E+00  2.5971E+04  6.6105E-02  2.5971E+04  0.000E+00  2.703E+01
4.639671E-02  1.25737E+01  5.0734E+00  2.5028E+04  6.8423E-02  2.5028E+04  0.000E+00  2.672E+01
4.656600E-02  1.21538E+01  5.0330E+00  2.4738E+04  6.9169E-02  2.4738E+04  0.000E+00  2.663E+01
4.675320E-02  1.08814E+01  4.9889E+00  2.4424E+04  6.9999E-02  2.4424E+04  0.000E+00  2.652E+01
4.703400E-02  1.22052E+01  7.4381E+00  3.6197E+04  7.1254E-02  3.6197E+04  0.000E+00  2.636E+01
4.773600E-02  1.33694E+01  7.2554E+00  3.4788E+04  7.4446E-02  3.4788E+04  0.000E+00  2.597E+01
4.959809E-02  1.43109E+01  6.8159E+00  3.1454E+04  8.3285E-02  3.1454E+04  0.000E+00  2.500E+01
5.302035E-02  1.49342E+01  6.1523E+00  2.6559E+04  1.0093E-01  2.6559E+04  0.000E+00  2.338E+01
5.667876E-02  1.51540E+01  5.5407E+00  2.2375E+04  1.2178E-01  2.2375E+04  0.000E+00  2.187E+01
6.058959E-02  1.51050E+01  5.0115E+00  1.8932E+04  1.4630E-01  1.8932E+04  0.000E+00  2.046E+01
6.477028E-02  1.48547E+01  4.6086E+00  1.6286E+04  1.7501E-01  1.6286E+04  0.000E+00  1.914E+01
6.923942E-02  1.44550E+01  4.3611E+00  1.4416E+04  2.0845E-01  1.4416E+04  0.000E+00  1.791E+01
7.401695E-02  1.39447E+01  4.2864E+00  1.3255E+04  2.4723E-01  1.3255E+04  0.000E+00  1.675E+01
7.555800E-02  1.37648E+01  4.2998E+00  1.3025E+04  2.6039E-01  1.3025E+04  0.000E+00  1.641E+01
7.671450E-02  1.36117E+01  4.3209E+00  1.2892E+04  2.7046E-01  1.2892E+04  0.000E+00  1.616E+01
7.702290E-02  1.35465E+01  4.3281E+00  1.2862E+04  2.7318E-01  1.2862E+04  0.000E+00  1.610E+01
7.748550E-02  1.35269E+01  4.4018E+00  1.3002E+04  2.7727E-01  1.3002E+04  0.000E+00  1.600E+01
7.864200E-02  1.34278E+01  4.4392E+00  1.2920E+04  2.8763E-01  1.2920E+04  0.000E+00  1.577E+01
7.912411E-02  1.33807E+01  4.4574E+00  1.2894E+04  2.9200E-01  1.2894E+04  0.000E+00  1.567E+01
8.458368E-02  1.28282E+01  4.7586E+00  1.2877E+04  3.4342E-01  1.2877E+04  0.000E+00  1.466E+01
9.041995E-02  1.22717E+01  5.2496E+00  1.3288E+04  4.0222E-01  1.3288E+04  0.000E+00  1.371E+01
9.665893E-02  1.17538E+01  5.9297E+00  1.4041E+04  4.6915E-01  1.4041E+04  0.000E+00  1.283E+01
1.033284E-01  1.12287E+01  6.7945E+00  1.5051E+04  5.4497E-01  1.5052E+04  0.000E+00  1.200E+01
1.104581E-01  1.08056E+01  7.8345E+00  1.6234E+04  6.3048E-01  1.6235E+04  0.000E+00  1.122E+01
1.180797E-01  1.06173E+01  9.0377E+00  1.7519E+04  7.2645E-01  1.7520E+04  0.000E+00  1.050E+01
1.262272E-01  1.06133E+01  1.0381E+01  1.8824E+04  8.3368E-01  1.8825E+04  0.000E+00  9.822E+00
1.349368E-01  1.08294E+01  1.1829E+01  2.0065E+04  9.5292E-01  2.0066E+04  0.000E+00  9.188E+00
1.442475E-01  1.12973E+01  1.3325E+01  2.1144E+04  1.0849E+00  2.1145E+04  0.000E+00  8.595E+00
1.542005E-01  1.20170E+01  1.4801E+01  2.1970E+04  1.2303E+00  2.1971E+04  0.000E+00  8.040E+00
1.648404E-01  1.29656E+01  1.6195E+01  2.2486E+04  1.3898E+00  2.2487E+04  0.000E+00  7.521E+00
1.762144E-01  1.41061E+01  1.7466E+01  2.2686E+04  1.5639E+00  2.2688E+04  0.000E+00  7.036E+00
1.883732E-01  1.53958E+01  1.8586E+01  2.2583E+04  1.7531E+00  2.2585E+04  0.000E+00  6.582E+00
2.013709E-01  1.67865E+01  1.9538E+01  2.2207E+04  1.9577E+00  2.2209E+04  0.000E+00  6.157E+00
2.152655E-01  1.82203E+01  2.0313E+01  2.1598E+04  2.1778E+00  2.1600E+04  0.000E+00  5.760E+00
2.301188E-01  1.96033E+01  2.0913E+01  2.0801E+04  2.4137E+00  2.0803E+04  0.000E+00  5.388E+00
2.404920E-01  2.03108E+01  2.1217E+01  2.0193E+04  2.5781E+00  2.0196E+04  0.000E+00  5.155E+00
2.441730E-01  2.02295E+01  2.1306E+01  1.9971E+04  2.6363E+00  1.9974E+04  0.000E+00  5.078E+00
2.451546E-01  1.97929E+01  2.1327E+01  1.9912E+04  2.6518E+00  1.9915E+04  0.000E+00  5.057E+00
2.459970E-01  2.01707E+01  2.2395E+01  2.0837E+04  2.6651E+00  2.0840E+04  0.000E+00  5.040E+00
2.466270E-01  2.04700E+01  2.2403E+01  2.0792E+04  2.6750E+00  2.0795E+04  0.000E+00  5.027E+00
2.503080E-01  2.12399E+01  2.2439E+01  2.0518E+04  2.7331E+00  2.0521E+04  0.000E+00  4.953E+00
2.536240E-01  2.16361E+01  2.2462E+01  2.0271E+04  2.7853E+00  2.0274E+04  0.000E+00  4.889E+00
2.575060E-01  2.18142E+01  2.2479E+01  1.9980E+04  2.8463E+00  1.9983E+04  0.000E+00  4.815E+00
2.585412E-01  2.15387E+01  2.2481E+01  1.9902E+04  2.8625E+00  1.9905E+04  0.000E+00  4.796E+00
2.600940E-01  2.21453E+01  2.3280E+01  2.0486E+04  2.8868E+00  2.0489E+04  0.000E+00  4.767E+00
2.629708E-01  2.27879E+01  2.3271E+01  2.0255E+04  2.9319E+00  2.0258E+04  0.000E+00  4.715E+00
2.639760E-01  2.29589E+01  2.3267E+01  2.0174E+04  2.9476E+00  2.0177E+04  0.000E+00  4.697E+00
2.811158E-01  2.50671E+01  2.3127E+01  1.8830E+04  3.2135E+00  1.8833E+04  0.000E+00  4.410E+00
3.005128E-01  2.68202E+01  2.2886E+01  1.7431E+04  3.5094E+00  1.7435E+04  0.000E+00  4.126E+00
3.212482E-01  2.83521E+01  2.2590E+01  1.6095E+04  3.8187E+00  1.6099E+04  0.000E+00  3.859E+00
3.434143E-01  2.97150E+01  2.2244E+01  1.4825E+04  4.1404E+00  1.4829E+04  0.000E+00  3.610E+00
3.671099E-01  3.09092E+01  2.1860E+01  1.3629E+04  4.4733E+00  1.3633E+04  0.000E+00  3.377E+00
3.924405E-01  3.18877E+01  2.1455E+01  1.2513E+04  4.8160E+00  1.2518E+04  0.000E+00  3.159E+00
4.167940E-01  3.22967E+01  2.1080E+01  1.1576E+04  5.1322E+00  1.1581E+04  0.000E+00  2.975E+00
4.195189E-01  3.22254E+01  2.1040E+01  1.1479E+04  5.1668E+00  1.1484E+04  0.000E+00  2.955E+00
4.231735E-01  3.19055E+01  2.0986E+01  1.1351E+04  5.2129E+00  1.1356E+04  0.000E+00  2.930E+00
4.248747E-01  3.12312E+01  2.0960E+01  1.1292E+04  5.2343E+00  1.1297E+04  0.000E+00  2.918E+00
4.274265E-01  3.20590E+01  2.2364E+01  1.1976E+04  5.2662E+00  1.1981E+04  0.000E+00  2.901E+00
4.338060E-01  3.29227E+01  2.2282E+01  1.1756E+04  5.3454E+00  1.1761E+04  0.000E+00  2.858E+00
4.484657E-01  3.38871E+01  2.2098E+01  1.1278E+04  5.5240E+00  1.1284E+04  0.000E+00  2.765E+00
4.794098E-01  3.51886E+01  2.1730E+01  1.0375E+04  5.8856E+00  1.0381E+04  0.000E+00  2.586E+00
4.817680E-01  3.52599E+01  2.1703E+01  1.0311E+04  5.9123E+00  1.0317E+04  0.000E+00  2.574E+00
4.891420E-01  3.53929E+01  2.1619E+01  1.0116E+04  5.9950E+00  1.0122E+04  0.000E+00  2.535E+00
4.911084E-01  3.52862E+01  2.1597E+01  1.0065E+04  6.0169E+00  1.0071E+04  0.000E+00  2.525E+00
4.940580E-01  3.55772E+01  2.1919E+01  1.0154E+04  6.0496E+00  1.0160E+04  0.000E+00  2.510E+00
5.014320E-01  3.60042E+01  2.1841E+01  9.9696E+03  6.1304E+00  9.9757E+03  0.000E+00  2.473E+00
5.124891E-01  3.64803E+01  2.1726E+01  9.7031E+03  6.2495E+00  9.7094E+03  0.000E+00  2.419E+00
5.478508E-01  3.77275E+01  2.1366E+01  8.9263E+03  6.6135E+00  8.9329E+03  0.000E+00  2.263E+00
5.831000E-01  3.86721E+01  2.1011E+01  8.2473E+03  6.9518E+00  8.2543E+03  0.000E+00  2.126E+00
5.856525E-01  3.87122E+01  2.0985E+01  8.2013E+03  6.9753E+00  8.2083E+03  0.000E+00  2.117E+00
5.920250E-01  3.87184E+01  2.0921E+01  8.0882E+03  7.0337E+00  8.0952E+03  0.000E+00  2.094E+00
5.944050E-01  3.85193E+01  2.0897E+01  8.0466E+03  7.0553E+00  8.0537E+03  0.000E+00  2.086E+00
5.979750E-01  3.89020E+01  2.1394E+01  8.1888E+03  7.0874E+00  8.1959E+03  0.000E+00  2.073E+00
6.069000E-01  3.94099E+01  2.1306E+01  8.0353E+03  7.1669E+00  8.0425E+03  0.000E+00  2.043E+00
6.260625E-01  4.01457E+01  2.1117E+01  7.7201E+03  7.3326E+00  7.7274E+03  0.000E+00  1.980E+00
6.692609E-01  4.14878E+01  2.0482E+01  7.0048E+03  7.6828E+00  7.0125E+03  0.000E+00  1.853E+00
7.154399E-01  4.26536E+01  1.9697E+01  6.3015E+03  8.0234E+00  6.3095E+03  0.000E+00  1.733E+00
7.648052E-01  4.36517E+01  1.8829E+01  5.6351E+03  8.3522E+00  5.6435E+03  0.000E+00  1.621E+00
8.175768E-01  4.44791E+01  1.7956E+01  5.0268E+03  8.6665E+00  5.0355E+03  0.000E+00  1.516E+00
8.739896E-01  4.51435E+01  1.7081E+01  4.4733E+03  8.9642E+00  4.4823E+03  0.000E+00  1.419E+00
9.342948E-01  4.56622E+01  1.6215E+01  3.9725E+03  9.2430E+00  3.9817E+03  0.000E+00  1.327E+00
9.987612E-01  4.60542E+01  1.5368E+01  3.5220E+03  9.5008E+00  3.5315E+03  0.000E+00  1.241E+00
1.067676E+00  4.67407E+01  1.4114E+01  3.0257E+03  9.7356E+00  3.0354E+03  0.000E+00  1.161E+00
1.141345E+00  4.65249E+01  1.2941E+01  2.5952E+03  9.9458E+00  2.6051E+03  0.000E+00  1.086E+00
1.220098E+00  4.59285E+01  1.1897E+01  2.2319E+03  1.0130E+01  2.2420E+03  0.000E+00  1.016E+00
1.304285E+00  4.49247E+01  1.0965E+01  1.9242E+03  1.0286E+01  1.9345E+03  0.000E+00  9.506E-01
1.394281E+00  4.33609E+01  1.0131E+01  1.6631E+03  1.0414E+01  1.6735E+03  0.000E+00  8.892E-01
1.490486E+00  4.08763E+01  9.3830E+00  1.4409E+03  1.0513E+01  1.4514E+03  0.000E+00  8.318E-01
1.593329E+00  3.64706E+01  8.7099E+00  1.2512E+03  1.0581E+01  1.2618E+03  0.000E+00  7.781E-01
1.703269E+00  2.60550E+01  8.1031E+00  1.0889E+03  1.0620E+01  1.0995E+03  0.000E+00  7.279E-01
1.773016E+00  3.78031E+00  7.7515E+00  1.0007E+03  1.0628E+01  1.0113E+03  0.000E+00  6.993E-01
1.800154E+00 -3.71802E+01  7.6238E+00  9.6934E+02  1.0628E+01  9.7997E+02  0.000E+00  6.887E-01
1.807391E+00 -1.00502E+02  7.5906E+00  9.6125E+02  1.0628E+01  9.7188E+02  0.000E+00  6.860E-01
1.818246E+00 -1.28899E-01  1.3069E+02  1.6451E+04  1.0628E+01  1.6462E+04  0.000E+00  6.819E-01
1.820795E+00  1.27312E+01  1.2293E+02  1.5453E+04  1.0628E+01  1.5464E+04  0.000E+00  6.809E-01
1.834168E+00  4.35023E+01  8.9683E+01  1.1192E+04  1.0627E+01  1.1203E+04  0.000E+00  6.760E-01
1.845384E+00  4.80820E+01  6.9400E+01  8.6078E+03  1.0626E+01  8.6184E+03  0.000E+00  6.719E-01
1.862242E+00  3.16484E+01  4.8014E+01  5.9013E+03  1.0624E+01  5.9119E+03  0.000E+00  6.658E-01
1.869728E+00 -1.05038E+01  4.1083E+01  5.0292E+03  1.0623E+01  5.0398E+03  0.000E+00  6.631E-01
1.880958E+00  5.59203E+01  1.1508E+02  1.4004E+04  1.0621E+01  1.4015E+04  0.000E+00  6.592E-01
1.909032E+00  8.66328E+01  6.3286E+01  7.5876E+03  1.0615E+01  7.5982E+03  0.000E+00  6.495E-01
1.946430E+00  8.05339E+01  3.4515E+01  4.0587E+03  1.0606E+01  4.0693E+03  0.000E+00  6.370E-01
2.080733E+00  5.83224E+01  2.1257E+01  2.3383E+03  1.0554E+01  2.3489E+03  0.000E+00  5.959E-01
2.224304E+00  5.19555E+01  2.2588E+01  2.3243E+03  1.0474E+01  2.3348E+03  0.000E+00  5.574E-01
2.235380E+00  5.15483E+01  2.2792E+01  2.3337E+03  1.0467E+01  2.3442E+03  0.000E+00  5.546E-01
2.269595E+00  4.94023E+01  2.3451E+01  2.3650E+03  1.0445E+01  2.3754E+03  0.000E+00  5.463E-01
2.278719E+00  4.69848E+01  2.3632E+01  2.3737E+03  1.0438E+01  2.3841E+03  0.000E+00  5.441E-01
2.292405E+00  4.95181E+01  2.8687E+01  2.8642E+03  1.0429E+01  2.8746E+03  0.000E+00  5.408E-01
2.326620E+00  5.20675E+01  2.9190E+01  2.8716E+03  1.0405E+01  2.8820E+03  0.000E+00  5.329E-01
2.377781E+00  5.41934E+01  2.9622E+01  2.8514E+03  1.0366E+01  2.8618E+03  0.000E+00  5.214E-01
2.523402E+00  5.82505E+01  2.8928E+01  2.6239E+03  1.0248E+01  2.6341E+03  0.000E+00  4.913E-01
2.541848E+00  5.84876E+01  2.8705E+01  2.5848E+03  1.0232E+01  2.5950E+03  0.000E+00  4.878E-01
2.562025E+00  5.84474E+01  2.8442E+01  2.5410E+03  1.0214E+01  2.5512E+03  0.000E+00  4.839E-01
2.572325E+00  5.77400E+01  2.8301E+01  2.5182E+03  1.0205E+01  2.5284E+03  0.000E+00  4.820E-01
2.587774E+00  5.90695E+01  2.9956E+01  2.6496E+03  1.0192E+01  2.6598E+03  0.000E+00  4.791E-01
2.626398E+00  6.07425E+01  2.9300E+01  2.5535E+03  1.0157E+01  2.5637E+03  0.000E+00  4.721E-01
2.717235E+00  6.27552E+01  2.7681E+01  2.3317E+03  1.0072E+01  2.3418E+03  0.000E+00  4.563E-01
2.763208E+00  6.33382E+01  2.6900E+01  2.2282E+03  1.0028E+01  2.2382E+03  0.000E+00  4.487E-01
2.805502E+00  6.34575E+01  2.6202E+01  2.1377E+03  9.9874E+00  2.1477E+03  0.000E+00  4.419E-01
2.816781E+00  6.30245E+01  2.6020E+01  2.1143E+03  9.9763E+00  2.1243E+03  0.000E+00  4.402E-01
2.833698E+00  6.38157E+01  2.6887E+01  2.1717E+03  9.9597E+00  2.1817E+03  0.000E+00  4.375E-01
2.875992E+00  6.47965E+01  2.6224E+01  2.0870E+03  9.9177E+00  2.0969E+03  0.000E+00  4.311E-01
