
   Hf:    Z = 72;   Atomic weight = 178.4900 g/mol ;    nominal density:   [INLINE] = 1.3290E+01 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  2.96390E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.35757E+05
          20 edges. Edge energies (keV):
          

  K      6.53508E+01  L I    1.12707E+01  L II   1.07394E+01  L III  9.56070E+00
  M I    2.60090E+00  M II   2.36540E+00  M III  2.10760E+00  M IV   1.71640E+00
  M V    1.66170E+00  N I    5.38100E-01  N II   4.37000E-01  N III  3.80400E-01
  N IV   2.23800E-01  N V    2.13700E-01  N VI   1.71000E-02  N VII  1.71000E-02
  O I    6.49000E-02  O II   3.81000E-02  O III  3.06000E-02  O IV   5.00000E-03

          Relativistic correction estimate frel (H82,3/5CL) = -1.3514E+00, -8.0280E-01 e/atom
          Nuclear Thomson correction fNT = -1.5933E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=72, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm

2.282760E-01  2.09258E+01  2.1257E+01  2.1954E+04  2.3174E+00  2.1956E+04  0.000E+00  5.431E+00
2.301188E-01  2.13490E+01  2.1175E+01  2.1694E+04  2.3459E+00  2.1696E+04  0.000E+00  5.388E+00
2.459970E-01  2.33999E+01  2.0708E+01  1.9846E+04  2.5913E+00  1.9849E+04  0.000E+00  5.040E+00
2.629708E-01  2.46971E+01  2.0657E+01  1.8519E+04  2.8516E+00  1.8522E+04  0.000E+00  4.715E+00
2.811158E-01  2.59238E+01  2.0872E+01  1.7504E+04  3.1266E+00  1.7507E+04  0.000E+00  4.410E+00
3.005128E-01  2.72944E+01  2.1096E+01  1.6550E+04  3.4155E+00  1.6553E+04  0.000E+00  4.126E+00
3.212482E-01  2.87745E+01  2.1217E+01  1.5571E+04  3.7176E+00  1.5575E+04  0.000E+00  3.859E+00
3.434143E-01  3.01088E+01  2.0505E+01  1.4077E+04  4.0318E+00  1.4081E+04  0.000E+00  3.610E+00
3.671099E-01  3.09425E+01  1.9809E+01  1.2722E+04  4.3570E+00  1.2726E+04  0.000E+00  3.377E+00
3.727920E-01  3.09653E+01  1.9652E+01  1.2428E+04  4.4332E+00  1.2432E+04  0.000E+00  3.326E+00
3.784980E-01  3.06218E+01  1.9499E+01  1.2145E+04  4.5092E+00  1.2150E+04  0.000E+00  3.276E+00
3.800196E-01  3.00022E+01  1.9458E+01  1.2072E+04  4.5293E+00  1.2077E+04  0.000E+00  3.263E+00
3.823020E-01  3.07720E+01  2.0730E+01  1.2784E+04  4.5594E+00  1.2789E+04  0.000E+00  3.243E+00
3.880080E-01  3.15793E+01  2.0594E+01  1.2513E+04  4.6341E+00  1.2518E+04  0.000E+00  3.195E+00
3.924405E-01  3.19391E+01  2.0490E+01  1.2310E+04  4.6917E+00  1.2315E+04  0.000E+00  3.159E+00
4.195189E-01  3.33063E+01  1.9904E+01  1.1185E+04  5.0345E+00  1.1190E+04  0.000E+00  2.955E+00
4.282600E-01  3.35949E+01  1.9730E+01  1.0861E+04  5.1418E+00  1.0866E+04  0.000E+00  2.895E+00
4.348150E-01  3.36968E+01  1.9604E+01  1.0629E+04  5.2211E+00  1.0634E+04  0.000E+00  2.851E+00
