
   Hg:    Z = 80;   Atomic weight = 200.5900 g/mol ;    nominal density:   [INLINE] = 1.3522E+01 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  3.33088E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.09783E+05
          22 edges. Edge energies (keV):
          

  K      8.31023E+01  L I    1.48393E+01  L II   1.42087E+01  L III  1.22839E+01
  M I    3.56160E+00  M II   3.27850E+00  M III  2.84710E+00  M IV   2.38490E+00
  M V    2.29490E+00  N I    8.00300E-01  N II   6.76900E-01  N III  5.71000E-01
  N IV   3.78300E-01  N V    3.59800E-01  N VI   1.02200E-01  N VII  9.85000E-02
  O I    1.20300E-01  O II   8.05000E-02  O III  5.76000E-02  O IV   6.40000E-03
  O V    6.40000E-03  P I    7.71361E-03

          Relativistic correction estimate frel (H82,3/5CL) = -1.7805E+00, -1.0458E+00 e/atom
          Nuclear Thomson correction fNT = -1.7503E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=80, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm

2.377781E+00  2.83192E+01  3.5127E+01  3.0991E+03  1.1216E+01  3.1103E+03  0.000E+00  5.214E-01
2.382515E+00  4.85257E+00  3.3016E+01  2.9071E+03  1.1213E+01  2.9183E+03  0.000E+00  5.204E-01
2.396825E+00  5.52892E+01  9.2397E+01  8.0870E+03  1.1201E+01  8.0982E+03  0.000E+00  5.173E-01
2.432598E+00  8.11860E+01  5.6480E+01  4.8707E+03  1.1173E+01  4.8819E+03  0.000E+00  5.097E-01
2.541848E+00  6.96203E+01  2.5714E+01  2.1222E+03  1.1080E+01  2.1333E+03  0.000E+00  4.878E-01
2.717235E+00  6.09630E+01  2.4096E+01  1.8603E+03  1.0916E+01  1.8712E+03  0.000E+00  4.563E-01
2.790158E+00  5.94034E+01  2.4711E+01  1.8580E+03  1.0843E+01  1.8688E+03  0.000E+00  4.444E-01
2.832865E+00  5.76423E+01  2.5198E+01  1.8660E+03  1.0800E+01  1.8768E+03  0.000E+00  4.377E-01
2.844253E+00  5.54458E+01  2.5312E+01  1.8669E+03  1.0788E+01  1.8777E+03  0.000E+00  4.359E-01
2.861336E+00  5.79072E+01  2.9973E+01  2.1975E+03  1.0771E+01  2.2083E+03  0.000E+00  4.333E-01
2.904724E+00  6.05959E+01  3.0192E+01  2.1805E+03  1.0726E+01  2.1912E+03  0.000E+00  4.268E-01
3.105150E+00  6.63560E+01  2.8327E+01  1.9138E+03  1.0511E+01  1.9243E+03  0.000E+00  3.993E-01
3.212930E+00  6.74386E+01  2.6827E+01  1.7516E+03  1.0392E+01  1.7620E+03  0.000E+00  3.859E-01
3.262108E+00  6.72353E+01  2.6187E+01  1.6840E+03  1.0338E+01  1.6943E+03  0.000E+00  3.801E-01
3.275222E+00  6.64680E+01  2.6020E+01  1.6666E+03  1.0323E+01  1.6769E+03  0.000E+00  3.786E-01
3.294893E+00  6.75720E+01  2.7543E+01  1.7536E+03  1.0301E+01  1.7639E+03  0.000E+00  3.763E-01
3.319406E+00  6.83277E+01  2.7214E+01  1.7199E+03  1.0274E+01  1.7302E+03  0.000E+00  3.735E-01
3.344070E+00  6.88083E+01  2.6890E+01  1.6869E+03  1.0246E+01  1.6971E+03  0.000E+00  3.708E-01
3.490368E+00  7.02522E+01  2.5120E+01  1.5098E+03  1.0081E+01  1.5199E+03  0.000E+00  3.552E-01
3.543792E+00  7.02425E+01  2.4545E+01  1.4530E+03  1.0021E+01  1.4630E+03  0.000E+00  3.499E-01
3.548445E+00  7.01763E+01  2.4496E+01  1.4482E+03  1.0016E+01  1.4582E+03  0.000E+00  3.494E-01
3.558038E+00  6.98032E+01  2.4396E+01  1.4384E+03  1.0005E+01  1.4484E+03  0.000E+00  3.485E-01
3.579408E+00  7.05190E+01  2.5257E+01  1.4803E+03  9.9808E+00  1.4903E+03  0.000E+00  3.464E-01
3.632832E+00  7.13818E+01  2.4719E+01  1.4274E+03  9.9205E+00  1.4373E+03  0.000E+00  3.413E-01
3.793288E+00  7.27328E+01  2.3218E+01  1.2840E+03  9.7396E+00  1.2937E+03  0.000E+00  3.269E-01
4.055024E+00  7.40664E+01  2.1115E+01  1.0924E+03  9.4473E+00  1.1018E+03  0.000E+00  3.058E-01
4.334821E+00  7.50256E+01  1.9237E+01  9.3099E+02  9.1410E+00  9.4013E+02  0.000E+00  2.860E-01
4.633924E+00  7.59463E+01  1.7504E+01  7.9243E+02  8.8230E+00  8.0125E+02  0.000E+00  2.676E-01
4.953664E+00  7.65841E+01  1.5812E+01  6.6962E+02  8.4956E+00  6.7812E+02  0.000E+00  2.503E-01
5.295467E+00  7.68720E+01  1.4279E+01  5.6566E+02  8.1608E+00  5.7382E+02  0.000E+00  2.341E-01
5.660855E+00  7.70240E+01  1.2915E+01  4.7863E+02  7.8207E+00  4.8645E+02  0.000E+00  2.190E-01
6.051453E+00  7.71770E+01  1.1662E+01  4.0427E+02  7.4775E+00  4.1175E+02  0.000E+00  2.049E-01
6.469004E+00  7.71401E+01  1.0545E+01  3.4195E+02  7.1331E+00  3.4908E+02  0.000E+00  1.917E-01
6.915365E+00  7.70805E+01  9.5353E+00  2.8926E+02  6.7892E+00  2.9605E+02  0.000E+00  1.793E-01
7.392525E+00  7.69386E+01  8.6207E+00  2.4464E+02  6.4477E+00  2.5109E+02  0.000E+00  1.677E-01
7.902609E+00  7.67251E+01  7.8015E+00  2.0710E+02  6.1100E+00  2.1321E+02  0.000E+00  1.569E-01
8.447890E+00  7.64642E+01  7.0715E+00  1.7560E+02  5.7777E+00  1.8138E+02  0.000E+00  1.468E-01
9.030794E+00  7.61838E+01  6.3981E+00  1.4863E+02  5.4520E+00  1.5408E+02  0.000E+00  1.373E-01
9.653919E+00  7.57597E+01  5.7278E+00  1.2447E+02  5.1340E+00  1.2960E+02  0.000E+00  1.284E-01
1.032004E+01  7.51472E+01  5.1273E+00  1.0423E+02  4.8249E+00  1.0905E+02  0.000E+00  1.201E-01
1.103212E+01  7.42114E+01  4.5818E+00  8.7126E+01  4.5255E+00  9.1652E+01  0.000E+00  1.124E-01
1.179334E+01  7.23323E+01  4.1008E+00  7.2945E+01  4.2364E+00  7.7181E+01  0.000E+00  1.051E-01
1.203822E+01  7.09760E+01  3.9647E+00  6.9090E+01  4.1496E+00  7.3240E+01  0.000E+00  1.030E-01
1.222248E+01  6.82600E+01  3.8675E+00  6.6380E+01  4.0861E+00  7.0466E+01  0.000E+00  1.014E-01
1.227162E+01  6.50762E+01  3.8422E+00  6.5683E+01  4.0694E+00  6.9752E+01  0.000E+00  1.010E-01
1.234532E+01  6.82479E+01  1.0028E+01  1.7041E+02  4.0446E+00  1.7445E+02  0.000E+00  1.004E-01
1.252958E+01  7.10452E+01  9.7696E+00  1.6357E+02  3.9836E+00  1.6755E+02  0.000E+00  9.895E-02
1.260708E+01  7.15833E+01  9.6640E+00  1.6081E+02  3.9584E+00  1.6477E+02  0.000E+00  9.834E-02
1.347697E+01  7.35382E+01  8.5946E+00  1.3378E+02  3.6918E+00  1.3747E+02  0.000E+00  9.200E-02
1.392453E+01  7.31608E+01  8.1174E+00  1.2230E+02  3.5656E+00  1.2587E+02  0.000E+00  8.904E-02
1.413766E+01  7.19530E+01  7.9052E+00  1.1730E+02  3.5079E+00  1.2081E+02  0.000E+00  8.770E-02
1.419449E+01  7.03784E+01  7.8501E+00  1.1602E+02  3.4927E+00  1.1951E+02  0.000E+00  8.735E-02
1.427974E+01  7.20100E+01  1.0908E+01  1.6024E+02  3.4702E+00  1.6371E+02  0.000E+00  8.683E-02
1.440688E+01  7.30797E+01  1.0743E+01  1.5644E+02  3.4371E+00  1.5988E+02  0.000E+00  8.606E-02
1.449287E+01  7.34317E+01  1.0634E+01  1.5393E+02  3.4149E+00  1.5734E+02  0.000E+00  8.555E-02
1.454251E+01  7.35707E+01  1.0572E+01  1.5251E+02  3.4023E+00  1.5591E+02  0.000E+00  8.526E-02
1.476510E+01  7.36042E+01  1.0301E+01  1.4636E+02  3.3463E+00  1.4971E+02  0.000E+00  8.397E-02
1.482446E+01  7.29374E+01  1.0231E+01  1.4477E+02  3.3317E+00  1.4810E+02  0.000E+00  8.363E-02
1.491350E+01  7.39597E+01  1.1735E+01  1.6507E+02  3.3099E+00  1.6838E+02  0.000E+00  8.314E-02
1.513609E+01  7.51292E+01  1.1469E+01  1.5896E+02  3.2563E+00  1.6222E+02  0.000E+00  8.191E-02
1.540095E+01  7.58937E+01  1.1166E+01  1.5210E+02  3.1944E+00  1.5529E+02  0.000E+00  8.050E-02
1.646362E+01  7.75917E+01  1.0054E+01  1.2811E+02  2.9639E+00  1.3107E+02  0.000E+00  7.531E-02
1.759961E+01  7.85498E+01  9.0411E+00  1.0777E+02  2.7456E+00  1.1052E+02  0.000E+00  7.045E-02
1.881398E+01  7.91746E+01  8.1288E+00  9.0639E+01  2.5394E+00  9.3178E+01  0.000E+00  6.590E-02
2.011215E+01  7.95942E+01  7.3007E+00  7.6151E+01  2.3453E+00  7.8496E+01  0.000E+00  6.165E-02
2.149988E+01  7.98742E+01  6.5577E+00  6.3986E+01  2.1629E+00  6.6149E+01  0.000E+00  5.767E-02
2.298338E+01  8.00602E+01  5.8932E+00  5.3791E+01  1.9921E+00  5.5783E+01  0.000E+00  5.395E-02
2.456923E+01  8.02412E+01  5.2991E+00  4.5246E+01  1.8325E+00  4.7078E+01  0.000E+00  5.046E-02
2.626450E+01  8.03201E+01  4.7609E+00  3.8026E+01  1.6837E+00  3.9710E+01  0.000E+00  4.721E-02
2.807676E+01  8.03721E+01  4.2505E+00  3.1759E+01  1.5453E+00  3.3304E+01  0.000E+00  4.416E-02
3.001405E+01  8.04278E+01  3.7827E+00  2.6439E+01  1.4170E+00  2.7856E+01  0.000E+00  4.131E-02
3.208502E+01  8.03867E+01  3.3608E+00  2.1974E+01  1.2981E+00  2.3272E+01  0.000E+00  3.864E-02
3.429889E+01  8.03222E+01  2.9883E+00  1.8277E+01  1.1884E+00  1.9465E+01  0.000E+00  3.615E-02
3.666551E+01  8.02429E+01  2.6592E+00  1.5215E+01  1.0873E+00  1.6302E+01  0.000E+00  3.381E-02
3.919543E+01  8.01540E+01  2.3682E+00  1.2675E+01  9.9422E-01  1.3669E+01  0.000E+00  3.163E-02
4.189992E+01  8.00584E+01  2.1106E+00  1.0567E+01  9.0884E-01  1.1476E+01  0.000E+00  2.959E-02
4.479101E+01  7.99578E+01  1.8826E+00  8.8175E+00  8.3061E-01  9.6481E+00  0.000E+00  2.768E-02
4.788159E+01  7.98530E+01  1.6806E+00  7.3631E+00  7.5907E-01  8.1222E+00  0.000E+00  2.589E-02
5.118542E+01  7.97436E+01  1.5013E+00  6.1530E+00  6.9376E-01  6.8468E+00  0.000E+00  2.422E-02
5.471721E+01  7.96279E+01  1.3407E+00  5.1401E+00  6.3425E-01  5.7744E+00  0.000E+00  2.266E-02
5.849270E+01  7.95009E+01  1.1966E+00  4.2916E+00  5.8011E-01  4.8717E+00  0.000E+00  2.120E-02
6.252870E+01  7.93567E+01  1.0684E+00  3.5844E+00  5.3091E-01  4.1153E+00  0.000E+00  1.983E-02
6.684318E+01  7.91821E+01  9.5129E-01  2.9855E+00  4.8629E-01  3.4718E+00  0.000E+00  1.855E-02
7.145536E+01  7.89465E+01  8.4623E-01  2.4844E+00  4.4585E-01  2.9302E+00  0.000E+00  1.735E-02
7.638578E+01  7.85660E+01  7.5312E-01  2.0683E+00  4.0926E-01  2.4776E+00  0.000E+00  1.623E-02
8.144026E+01  7.75656E+01  6.7195E-01  1.7309E+00  3.7743E-01  2.1083E+00  0.000E+00  1.522E-02
8.165640E+01  7.74618E+01  6.6864E-01  1.7178E+00  3.7618E-01  2.0940E+00  0.000E+00  1.518E-02
8.268679E+01  7.65087E+01  6.5321E-01  1.6572E+00  3.7033E-01  2.0275E+00  0.000E+00  1.499E-02
8.301920E+01  7.52427E+01  6.4835E-01  1.6383E+00  3.6848E-01  2.0068E+00  0.000E+00  1.493E-02
8.351781E+01  7.65634E+01  3.1333E+00  7.8704E+00  3.6574E-01  8.2361E+00  6.260E+00  1.485E-02
8.476435E+01  7.77188E+01  3.0616E+00  7.5771E+00  3.5908E-01  7.9362E+00  6.033E+00  1.463E-02
8.729069E+01  7.85120E+01  2.9234E+00  7.0257E+00  3.4630E-01  7.3720E+00  5.606E+00  1.420E-02
9.331374E+01  7.92696E+01  2.6296E+00  5.9118E+00  3.1933E-01  6.2311E+00  4.738E+00  1.329E-02
9.975239E+01  7.96510E+01  2.3616E+00  4.9665E+00  2.9500E-01  5.2615E+00  3.995E+00  1.243E-02
1.066353E+02  7.98848E+01  2.1189E+00  4.1685E+00  2.7306E-01  4.4416E+00  3.364E+00  1.163E-02
1.139931E+02  8.00388E+01  1.9006E+00  3.4978E+00  2.5328E-01  3.7511E+00  2.831E+00  1.088E-02
1.218587E+02  8.01439E+01  1.7028E+00  2.9314E+00  2.3544E-01  3.1668E+00  2.378E+00  1.017E-02
1.302669E+02  8.02131E+01  1.5238E+00  2.4540E+00  2.1936E-01  2.6734E+00  1.995E+00  9.518E-03
1.392553E+02  8.02578E+01  1.3635E+00  2.0541E+00  2.0484E-01  2.2589E+00  1.673E+00  8.903E-03
1.488640E+02  8.02851E+01  1.2201E+00  1.7194E+00  1.9172E-01  1.9111E+00  1.403E+00  8.329E-03
1.591356E+02  8.02998E+01  1.0918E+00  1.4393E+00  1.7987E-01  1.6192E+00  1.176E+00  7.791E-03
1.701159E+02  8.03056E+01  9.7710E-01  1.2049E+00  1.6912E-01  1.3740E+00  9.861E-01  7.288E-03
1.818539E+02  8.03049E+01  8.7381E-01  1.0080E+00  1.5938E-01  1.1674E+00  8.258E-01  6.818E-03
1.944018E+02  8.02990E+01  7.8130E-01  8.4311E-01  1.5052E-01  9.9363E-01  6.914E-01  6.378E-03
2.078156E+02  8.02894E+01  6.9866E-01  7.0527E-01  1.4244E-01  8.4771E-01  5.789E-01  5.966E-03
2.221548E+02  8.02774E+01  6.2482E-01  5.9002E-01  1.3506E-01  7.2508E-01  4.846E-01  5.581E-03
2.374835E+02  8.02639E+01  5.5884E-01  4.9366E-01  1.2830E-01  6.2196E-01  4.057E-01  5.221E-03
2.538699E+02  8.02494E+01  4.9988E-01  4.1307E-01  1.2208E-01  5.3515E-01  3.397E-01  4.884E-03
2.713869E+02  8.02345E+01  4.4718E-01  3.4567E-01  1.1634E-01  4.6201E-01  2.844E-01  4.569E-03
2.901126E+02  8.02195E+01  4.0007E-01  2.8929E-01  1.1102E-01  4.0031E-01  2.381E-01  4.274E-03
3.101304E+02  8.02046E+01  3.5796E-01  2.4213E-01  1.0607E-01  3.4820E-01  1.993E-01  3.998E-03
3.315294E+02  8.01901E+01  3.2030E-01  2.0268E-01  1.0146E-01  3.0414E-01  1.669E-01  3.740E-03
3.544049E+02  8.01761E+01  2.8663E-01  1.6966E-01  9.7129E-02  2.6679E-01  1.397E-01  3.498E-03
3.788588E+02  8.01627E+01  2.5652E-01  1.4204E-01  9.3060E-02  2.3510E-01  1.170E-01  3.273E-03
4.050001E+02  8.01500E+01  2.2959E-01  1.1892E-01  8.9217E-02  2.0814E-01  9.793E-02  3.061E-03
4.329451E+02  8.01380E+01  2.0550E-01  9.9576E-02  8.5576E-02  1.8515E-01  8.199E-02  2.864E-03
