
   Pb:    Z = 82;   Atomic weight = 207.2000 g/mol ;    nominal density:   [INLINE] = 1.1330E+01 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  3.44064E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.03090E+05
          23 edges. Edge energies (keV):
          

  K      8.80045E+01  L I    1.58608E+01  L II   1.52000E+01  L III  1.30352E+01
  M I    3.85070E+00  M II   3.55420E+00  M III  3.06640E+00  M IV   2.58560E+00
  M V    2.48400E+00  N I    8.93600E-01  N II   7.63900E-01  N III  6.44500E-01
  N IV   4.35200E-01  N V    4.12900E-01  N VI   1.42900E-01  N VII  1.38100E-01
  O I    1.47300E-01  O II   1.04800E-01  O III  8.60000E-02  O IV   2.18000E-02
  O V    1.92000E-02  P I    1.16904E-02  P II   4.91166E-03

          Relativistic correction estimate frel (H82,3/5CL) = -1.9001E+00, -1.1136E+00 e/atom
          Nuclear Thomson correction fNT = -1.7802E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=82, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm
1.104581E-01  2.50147E+01  5.7855E+00  1.0637E+04  6.1390E-01  1.0638E+04  0.000E+00  1.122E+01
1.180797E-01  2.46519E+01  4.9423E+00  8.5005E+03  7.1000E-01  8.5012E+03  0.000E+00  1.050E+01
1.262272E-01  2.40125E+01  4.2469E+00  6.8330E+03  8.1780E-01  6.8338E+03  0.000E+00  9.822E+00
1.349368E-01  2.30915E+01  3.6741E+00  5.5298E+03  9.3816E-01  5.5307E+03  0.000E+00  9.188E+00
1.353380E-01  2.30368E+01  3.6512E+00  5.4791E+03  9.4382E-01  5.4800E+03  0.000E+00  9.161E+00
1.374095E-01  2.26752E+01  3.5374E+00  5.2283E+03  9.7320E-01  5.2293E+03  0.000E+00  9.023E+00
1.379619E-01  2.24527E+01  3.5082E+00  5.1644E+03  9.8108E-01  5.1654E+03  0.000E+00  8.987E+00
1.387905E-01  2.25043E+01  3.7780E+00  5.5282E+03  9.9293E-01  5.5292E+03  0.000E+00  8.933E+00
1.400420E-01  2.24463E+01  3.7306E+00  5.4101E+03  1.0109E+00  5.4111E+03  0.000E+00  8.853E+00
1.408620E-01  2.23694E+01  3.7011E+00  5.3361E+03  1.0227E+00  5.3371E+03  0.000E+00  8.802E+00
1.421855E-01  2.21897E+01  3.6561E+00  5.2222E+03  1.0419E+00  5.2232E+03  0.000E+00  8.720E+00
1.427571E-01  2.20244E+01  3.6377E+00  5.1751E+03  1.0502E+00  5.1762E+03  0.000E+00  8.685E+00
1.436145E-01  2.20538E+01  3.8378E+00  5.4272E+03  1.0627E+00  5.4283E+03  0.000E+00  8.633E+00
1.442475E-01  2.20363E+01  3.8247E+00  5.3850E+03  1.0719E+00  5.3861E+03  0.000E+00  8.595E+00
1.443540E-01  2.20310E+01  3.8226E+00  5.3780E+03  1.0735E+00  5.3791E+03  0.000E+00  8.589E+00
1.457580E-01  2.19311E+01  3.7968E+00  5.2902E+03  1.0941E+00  5.2913E+03  0.000E+00  8.506E+00
1.465635E-01  2.18494E+01  3.7837E+00  5.2430E+03  1.1059E+00  5.2441E+03  0.000E+00  8.459E+00
1.471527E-01  2.17475E+01  3.7750E+00  5.2100E+03  1.1146E+00  5.2111E+03  0.000E+00  8.426E+00
1.480365E-01  2.17399E+01  3.8797E+00  5.3225E+03  1.1277E+00  5.3236E+03  0.000E+00  8.375E+00
1.502460E-01  2.16148E+01  3.8586E+00  5.2158E+03  1.1605E+00  5.2170E+03  0.000E+00  8.252E+00
1.542005E-01  2.13110E+01  3.8440E+00  5.0628E+03  1.2199E+00  5.0640E+03  0.000E+00  8.040E+00
1.648404E-01  2.03907E+01  3.9496E+00  4.8660E+03  1.3828E+00  4.8674E+03  0.000E+00  7.521E+00
1.762144E-01  1.93663E+01  4.2868E+00  4.9407E+03  1.5613E+00  4.9423E+03  0.000E+00  7.036E+00
1.883732E-01  1.82872E+01  4.8926E+00  5.2748E+03  1.7559E+00  5.2766E+03  0.000E+00  6.582E+00
2.013709E-01  1.72039E+01  5.8050E+00  5.8545E+03  1.9673E+00  5.8565E+03  0.000E+00  6.157E+00
2.152655E-01  1.61834E+01  7.0547E+00  6.6557E+03  2.1956E+00  6.6579E+03  0.000E+00  5.760E+00
2.301188E-01  1.53101E+01  8.6547E+00  7.6382E+03  2.4410E+00  7.6406E+03  0.000E+00  5.388E+00
2.459970E-01  1.46794E+01  1.0591E+01  8.7436E+03  2.7037E+00  8.7463E+03  0.000E+00  5.040E+00
2.629708E-01  1.43928E+01  1.2815E+01  9.8968E+03  2.9834E+00  9.8998E+03  0.000E+00  4.715E+00
2.811158E-01  1.45214E+01  1.5243E+01  1.1012E+04  3.2798E+00  1.1015E+04  0.000E+00  4.410E+00
3.005128E-01  1.51233E+01  1.7763E+01  1.2005E+04  3.5924E+00  1.2009E+04  0.000E+00  4.126E+00
3.212482E-01  1.62088E+01  2.0243E+01  1.2797E+04  3.9203E+00  1.2801E+04  0.000E+00  3.859E+00
3.434143E-01  1.77399E+01  2.2547E+01  1.3334E+04  4.2627E+00  1.3338E+04  0.000E+00  3.610E+00
3.671099E-01  1.96145E+01  2.4557E+01  1.3585E+04  4.6183E+00  1.3590E+04  0.000E+00  3.377E+00
3.924405E-01  2.16247E+01  2.6183E+01  1.3550E+04  4.9856E+00  1.3555E+04  0.000E+00  3.159E+00
4.046420E-01  2.24077E+01  2.6778E+01  1.3440E+04  5.1577E+00  1.3445E+04  0.000E+00  3.064E+00
4.108355E-01  2.25013E+01  2.7036E+01  1.3365E+04  5.2438E+00  1.3370E+04  0.000E+00  3.018E+00
4.124871E-01  2.21556E+01  2.7101E+01  1.3343E+04  5.2667E+00  1.3348E+04  0.000E+00  3.006E+00
4.149645E-01  2.27816E+01  2.8126E+01  1.3765E+04  5.3008E+00  1.3770E+04  0.000E+00  2.988E+00
4.195189E-01  2.34580E+01  2.8328E+01  1.3714E+04  5.3632E+00  1.3719E+04  0.000E+00  2.955E+00
4.211580E-01  2.36418E+01  2.8398E+01  1.3694E+04  5.3855E+00  1.3699E+04  0.000E+00  2.944E+00
4.264960E-01  2.41533E+01  2.8613E+01  1.3625E+04  5.4579E+00  1.3630E+04  0.000E+00  2.907E+00
4.330240E-01  2.45440E+01  2.8852E+01  1.3532E+04  5.5455E+00  1.3538E+04  0.000E+00  2.863E+00
4.347648E-01  2.43947E+01  2.8912E+01  1.3506E+04  5.5687E+00  1.3512E+04  0.000E+00  2.852E+00
