XDAC V1.4 Datafile V1
"MMCBr1_100.002" created on 11/18/2012 at 9:48:15 PM on X-23A2
Diffraction element= Si (311).  Ring energy= 2.80 GeV
E0= 13474.00
NUM_REGIONS= 6
SRB= -100 -30 -15 10 30 50 200
SRSS= 5 .5 .25 .5 1 5
SPP= 1 1 1 1 1 1
Settling time= 0.20


Offsets= 110.75 66.00 0.00 0.00 0.00 0.00 0.00 9.50 6.00 15.00 0.00 12.75 5.75 12.25 88.75 0.00
Gains= 8.00 8.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 8.00 1.00
oaks + Fe + Br- + H2O2 rinsed a lot


--------------------------------------------------------------------------------
        Energy            I0            It         Ifch1         Ifch2         Ifch3         Ifch4       Ifslow1       Ifslow2       Ifslow3       Ifslow4       Iffast1       Iffast2       Iffast3       Iffast4          Iref       IntTime
   13475.49924    24495.2500    11501.0000     9070.0000    39765.0000    13421.0000    12180.0000   159964.0000   199432.5000   198450.0000   190947.0000   199428.0000   223144.2500   219644.2500   213288.7500    13939.2500        1.0000
   13475.75225    24491.2500    11499.0000     9296.0000    39976.0000    13854.0000    12357.0000   159914.0000   199458.5000   198322.0000   190721.0000   199700.0000   222962.2500   219912.2500   212948.7500    13947.2500        1.0000
   13475.99861    24491.2500    11499.0000     9578.0000    40253.0000    14352.0000    13006.0000   160194.0000   200301.5000   198908.0000   191770.0000   199519.0000   223994.2500   220059.2500   214440.7500    13925.2500        1.0000
   13476.25163    24490.2500    11497.0000     9875.0000    40184.0000    14731.0000    13014.0000   159859.0000   199823.5000   199488.0000   191273.0000   199478.0000   223421.2500   221309.2500   213974.7500    13886.2500        1.0000
   13476.49799    24482.2500    11492.0000     9931.0000    40192.0000    14821.0000    13648.0000   160392.0000   200381.5000   199185.0000   192405.0000   200939.0000   223993.2500   220666.2500   215055.7500    13821.2500        1.0000
   13476.75101    24458.2500    11481.0000    10364.0000    40415.0000    15345.0000    13574.0000   160154.0000   200580.5000   199661.0000   191925.0000   199875.0000   224545.2500   221303.2500   214281.7500    13706.2500        1.0000
   13476.99737    24463.2500    11482.0000    10442.0000    40621.0000    15494.0000    13843.0000   160534.0000   201448.5000   199836.0000   192318.0000   200666.0000   225922.2500   221593.2500   215123.7500    13596.2500        1.0000
   13477.25039    24442.2500    11473.0000    10491.0000    40274.0000    15901.0000    14370.0000   161231.0000   201362.5000   200015.0000   191860.0000   201607.0000   225190.2500   221527.2500   214703.7500    13517.2500        1.0000
   13477.49676    24428.2500    11465.0000    10838.0000    40177.0000    15825.0000    14122.0000   161196.0000   200419.5000   200088.0000   192357.0000   201779.0000   224259.2500   221882.2500   214960.7500    13399.2500        1.0000
   13477.74978    24462.2500    11479.0000    10825.0000    40515.0000    16278.0000    14643.0000   161022.0000   201875.5000   200933.0000   192849.0000   201028.0000   225778.2500   222885.2500   215770.7500    13284.2500        1.0000
   13478.00281    24462.2500    11480.0000    10894.0000    40545.0000    16252.0000    15048.0000   161108.0000   201397.5000   201301.0000   193030.0000   201490.0000   225870.2500   223323.2500   215690.7500    13190.2500        1.0000
   13478.24917    24473.2500    11488.0000    10732.0000    40333.0000    16321.0000    14705.0000   161095.0000   201227.5000   200917.0000   193609.0000   201526.0000   225481.2500   222798.2500   216844.7500    13132.2500        1.0000
   13478.50220    24470.2500    11488.0000    11099.0000    40692.0000    16274.0000    14588.0000   161622.0000   201769.5000   201310.0000   192177.0000   202079.0000   226193.2500   223544.2500   214937.7500    13018.2500        1.0000
   13478.74857    24468.2500    11487.0000    10668.0000    40685.0000    16545.0000    14683.0000   160508.0000   202424.5000   201355.0000   193422.0000   200849.0000   226657.2500   223255.2500   216327.7500    12945.2500        1.0000
   13479.00160    24465.2500    11486.0000    10680.0000    40404.0000    16415.0000    14792.0000   160785.0000   201296.5000   200597.0000   192342.0000   201202.0000   225622.2500   222546.2500   215207.7500    12910.2500        1.0000
   13479.24797    24462.2500    11485.0000    10970.0000    40386.0000    16506.0000    14585.0000   160923.0000   201915.5000   201473.0000   192837.0000   201287.0000   226286.2500   223562.2500   215609.7500    12868.2500        1.0000
   13479.50101    24465.2500    11488.0000    10868.0000    40624.0000    16246.0000    14590.0000   161307.0000   201519.5000   201068.0000   192745.0000   201813.0000   225760.2500   223086.2500   215525.7500    12826.2500        1.0000
   13479.74738    24457.2500    11484.0000    10647.0000    40665.0000    16351.0000    14435.0000   161287.0000   201454.5000   201222.0000   192905.0000   201952.0000   225255.2500   223018.2500   216139.7500    12796.2500        1.0000
   13480.00041    24432.2500    11474.0000    10676.0000    40560.0000    16075.0000    14297.0000   160698.0000   200908.5000   200288.0000   192488.0000   201182.0000   224736.2500   221937.2500   215247.7500    12768.2500        1.0000
   13480.24679    24395.2500    11457.0000    10594.0000    40703.0000    15725.0000    14199.0000   160385.0000   200918.5000   199885.0000   192104.0000   200234.0000   224839.2500   221520.2500   214905.7500    12740.2500        1.0000
   13480.49983    24413.2500    11467.0000    10481.0000    40564.0000    15929.0000    14244.0000   160545.0000   201755.5000   199809.0000   192816.0000   200567.0000   225770.2500   221532.2500   215582.7500    12752.2500        1.0000
   13480.75286    24340.2500    11435.0000    10586.0000    40223.0000    15947.0000    14285.0000   160291.0000   199893.5000   199184.0000   192280.0000   200123.0000   223487.2500   220768.2500   214795.7500    12719.2500        1.0000
   13480.99924    24370.2500    11450.0000    10482.0000    40213.0000    15649.0000    14146.0000   160444.0000   200446.5000   199667.0000   191731.0000   200224.0000   224296.2500   221319.2500   214490.7500    12746.2500        1.0000
   13481.25228    24405.2500    11467.0000    10417.0000    40175.0000    15673.0000    13840.0000   160013.0000   200850.5000   200306.0000   191107.0000   200564.0000   224650.2500   221900.2500   213644.7500    12777.2500        1.0000
   13481.49866    24396.2500    11463.0000    10382.0000    40411.0000    15457.0000    13688.0000   160060.0000   200072.5000   199520.0000   191040.0000   199856.0000   224044.2500   221198.2500   213808.7500    12795.2500        1.0000
   13481.75171    24375.2500    11454.0000    10102.0000    40548.0000    15318.0000    13815.0000   160343.0000   200267.5000   199258.0000   191166.0000   199953.0000   223915.2500   220662.2500   213435.7500    12804.2500        1.0000
   13481.99809    24347.2500    11441.0000    10031.0000    40399.0000    15323.0000    13494.0000   159962.0000   200002.5000   198529.0000   190751.0000   199446.0000   223782.2500   219808.2500   212891.7500    12808.2500        1.0000
   13482.25113    24298.2500    11419.0000    10105.0000    40539.0000    15173.0000    13701.0000   159180.0000   199989.5000   198464.0000   190644.0000   198696.0000   223765.2500   219672.2500   213082.7500    12816.2500        1.0000
   13482.49752    24262.2500    11404.0000    10121.0000    40275.0000    15061.0000    13253.0000   159672.0000   199930.5000   198366.0000   190563.0000   199264.0000   223690.2500   219486.2500   212932.7500    12826.2500        1.0000
   13482.75057    24252.2500    11400.0000    10071.0000    40473.0000    15054.0000    13444.0000   159732.0000   199264.5000   198524.0000   190465.0000   199731.0000   222664.2500   219899.2500   212687.7500    12859.2500        1.0000
   13482.99695    24250.2500    11400.0000     9822.0000    40387.0000    15048.0000    13250.0000   159201.0000   199450.5000   198551.0000   189786.0000   198349.0000   223050.2500   220134.2500   211783.7500    12893.2500        1.0000
   13483.25000    24260.2500    11406.0000     9753.0000    40563.0000    14931.0000    13378.0000   159310.0000   199522.5000   198443.0000   190483.0000   198237.0000   223082.2500   219738.2500   212755.7500    12936.2500        1.0000
   13483.50305    24183.2500    11371.0000     9992.0000    40053.0000    14876.0000    13169.0000   159239.0000   198500.5000   197719.0000   189356.0000   198218.0000   221911.2500   218891.2500   211295.7500    12929.2500        1.0000
   13483.74944    24297.2500    11424.0000     9926.0000    40589.0000    14629.0000    13313.0000   159473.0000   199689.5000   197602.0000   189967.0000   198812.0000   223059.2500   218950.2500   212249.7500    13016.2500        1.0000
   13484.00250    24208.2500    11382.0000    10064.0000    40423.0000    14621.0000    13271.0000   158462.0000   198414.5000   197656.0000   189442.0000   197741.0000   221620.2500   218711.2500   211651.7500    12999.2500        1.0000
   13484.50194    24389.2500    11470.0000    10005.0000    40337.0000    14876.0000    13287.0000   159936.0000   200213.5000   198846.0000   190664.0000   199835.0000   223882.2500   220193.2500   213540.7500    13173.2500        1.0000
   13485.00139    24397.2500    11476.0000     9971.0000    40549.0000    14978.0000    13295.0000   159734.0000   199844.5000   198946.0000   191897.0000   199474.0000   223430.2500   220559.2500   214689.7500    13235.2500        1.0000
   13485.50085    24386.2500    11470.0000     9967.0000    40352.0000    14992.0000    13060.0000   159909.0000   199872.5000   198351.0000   191048.0000   199234.0000   223732.2500   219408.2500   213736.7500    13280.2500        1.0000
   13486.00031    24381.2500    11469.0000     9904.0000    40202.0000    14941.0000    13459.0000   159817.0000   199617.5000   199152.0000   190318.0000   199347.0000   223088.2500   220384.2500   212489.7500    13317.2500        1.0000
   13486.49978    24375.2500    11468.0000     9970.0000    40642.0000    15038.0000    13393.0000   159774.0000   199624.5000   198535.0000   191177.0000   199471.0000   223233.2500   219674.2500   213508.7500    13351.2500        1.0000
   13486.99925    24349.2500    11456.0000    10266.0000    40356.0000    14936.0000    13264.0000   159782.0000   199776.5000   198659.0000   191306.0000   199599.0000   223459.2500   220068.2500   213639.7500    13366.2500        1.0000
   13487.49872    24236.2500    11403.0000     9798.0000    40603.0000    15002.0000    13324.0000   159205.0000   199330.5000   198276.0000   189997.0000   198466.0000   222870.2500   219481.2500   212475.7500    13322.2500        1.0000
   13487.99820    24223.2500    11397.0000     9949.0000    40615.0000    14907.0000    13441.0000   159320.0000   199345.5000   197848.0000   190956.0000   198583.0000   222377.2500   219033.2500   213267.7500    13339.2500        1.0000
   13488.49768    24343.2500    11453.0000    10135.0000    40872.0000    15239.0000    13545.0000   159795.0000   199914.5000   198878.0000   190458.0000   199362.0000   223596.2500   220260.2500   212901.7500    13415.2500        1.0000
   13488.99717    24332.2500    11451.0000    10181.0000    40316.0000    15130.0000    13296.0000   159609.0000   199775.5000   198896.0000   190466.0000   199126.0000   223343.2500   220343.2500   212625.7500    13420.2500        1.0000
   13489.50332    24323.2500    11448.0000     9880.0000    40932.0000    14922.0000    13429.0000   159460.0000   200653.5000   198313.0000   190937.0000   199146.0000   224222.2500   219752.2500   213386.7500    13411.2500        1.0000
   13490.00281    24299.2500    11438.0000     9870.0000    40597.0000    14945.0000    13312.0000   159410.0000   199510.5000   198490.0000   190002.0000   198366.0000   223051.2500   219896.2500   211986.7500    13389.2500        1.0000
   13490.50231    24278.2500    11430.0000    10074.0000    40793.0000    15019.0000    13370.0000   159678.0000   199582.5000   197713.0000   190922.0000   199679.0000   223051.2500   218820.2500   213316.7500    13368.2500        1.0000
   13491.00182    24248.2500    11414.0000     9918.0000    40330.0000    14968.0000    13412.0000   159607.0000   199369.5000   197699.0000   190601.0000   199156.0000   223052.2500   218969.2500   212726.7500    13336.2500        1.0000
   13491.50133    24303.2500    11443.0000     9824.0000    40749.0000    14789.0000    13258.0000   159249.0000   199625.5000   199225.0000   190765.0000   198799.0000   223434.2500   220503.2500   213139.7500    13355.2500        1.0000
   13492.00084    24287.2500    11437.0000     9836.0000    40693.0000    14883.0000    13252.0000   159628.0000   199529.5000   197113.0000   190397.0000   198719.0000   223083.2500   218420.2500   212499.7500    13337.2500        1.0000
   13492.50036    24282.2500    11435.0000     9952.0000    40597.0000    14873.0000    13438.0000   160040.0000   199059.5000   198778.0000   190841.0000   199202.0000   222273.2500   220014.2500   213405.7500    13325.2500        1.0000
   13492.99988    24272.2500    11431.0000     9851.0000    40802.0000    14772.0000    13268.0000   159485.0000   199316.5000   198294.0000   190219.0000   199150.0000   222803.2500   219753.2500   212623.7500    13310.2500        1.0000
   13493.49940    24166.2500    11382.0000     9865.0000    40633.0000    14817.0000    13083.0000   159410.0000   198419.5000   197679.0000   189705.0000   198767.0000   222043.2500   218790.2500   212016.7500    13246.2500        1.0000
   13493.99893    24076.2500    11340.0000     9886.0000    40277.0000    14608.0000    13001.0000   158447.0000   197693.5000   195841.0000   188916.0000   197167.0000   220658.2500   216687.2500   210550.7500    13193.2500        1.0000
   13494.49847    24222.2500    11410.0000     9759.0000    40539.0000    14715.0000    13106.0000   159582.0000   198928.5000   198168.0000   189561.0000   199083.0000   222339.2500   219453.2500   211616.7500    13274.2500        1.0000
   13494.99801    24195.2500    11400.0000     9794.0000    40689.0000    14438.0000    13085.0000   158632.0000   198367.5000   197374.0000   189572.0000   197496.0000   221539.2500   218227.2500   211632.7500    13261.2500        1.0000
   13495.49755    24189.2500    11399.0000     9810.0000    41053.0000    14564.0000    12941.0000   159167.0000   199113.5000   196989.0000   189791.0000   198338.0000   222417.2500   217794.2500   212173.7500    13266.2500        1.0000
   13495.99710    24166.2500    11391.0000     9602.0000    40822.0000    14364.0000    13053.0000   159027.0000   198318.5000   197124.0000   189897.0000   198028.0000   221400.2500   218150.2500   212237.7500    13263.2500        1.0000
   13496.50331    24145.2500    11381.0000     9590.0000    40895.0000    14215.0000    12851.0000   158280.0000   198602.5000   196886.0000   188689.0000   197055.0000   221900.2500   217746.2500   210564.7500    13261.2500        1.0000
   13497.00287    24109.2500    11364.0000     9713.0000    40681.0000    14549.0000    12767.0000   158440.0000   197544.5000   196442.0000   188593.0000   197036.0000   220360.2500   217235.2500   210279.7500    13254.2500        1.0000
   13497.50243    23990.2500    11310.0000     9521.0000    40311.0000    14171.0000    12813.0000   157992.0000   196962.5000   195927.0000   188744.0000   196546.0000   219930.2500   216423.2500   210532.7500    13208.2500        1.0000
   13498.00200    23968.2500    11301.0000     9557.0000    40770.0000    14101.0000    12593.0000   157718.0000   197261.5000   195678.0000   187293.0000   196587.0000   220098.2500   216521.2500   208746.7500    13224.2500        1.0000
   13498.50157    23896.2500    11269.0000     9601.0000    40623.0000    14088.0000    12617.0000   157719.0000   196291.5000   195945.0000   187172.0000   195680.0000   219364.2500   216551.2500   208709.7500    13209.2500        1.0000
   13499.00114    23779.2500    11214.0000     9307.0000    40521.0000    14050.0000    12632.0000   157015.0000   195395.5000   194365.0000   186883.0000   194953.0000   217817.2500   214593.2500   207942.7500    13163.2500        1.0000
   13499.50072    23451.2500    11059.0000     9065.0000    39634.0000    13683.0000    12371.0000   154724.0000   192876.5000   191730.0000   184131.0000   191480.0000   214541.2500   211348.2500   204756.7500    13005.2500        1.0000
   13500.00030    22810.2500    10759.0000     9017.0000    38808.0000    13437.0000    12234.0000   152122.0000   188902.5000   186936.0000   179755.0000   187192.0000   209670.2500   205728.2500   199250.7500    12666.2500        1.0000
   13500.49989    21769.2500    10264.0000     8837.0000    37010.0000    12948.0000    11713.0000   147414.0000   181327.5000   180073.0000   172852.0000   179839.0000   200320.2500   196866.2500   190442.7500    12098.2500        1.0000
   13500.99948    20645.2500     9727.0000     8372.0000    35702.0000    12057.0000    11087.0000   142419.0000   175297.5000   173856.0000   166963.0000   172339.0000   193096.2500   189508.2500   183349.7500    11475.2500        1.0000
   13501.49907    20249.2500     9544.0000     8105.0000    35055.0000    11941.0000    10940.0000   140747.0000   173310.5000   172247.0000   164585.0000   169368.0000   190326.2500   187796.2500   180366.7500    11283.2500        1.0000
   13501.99867    21053.2500     9947.0000     8269.0000    36875.0000    12423.0000    11041.0000   143336.0000   177607.5000   177001.0000   168525.0000   173312.0000   195508.2500   193402.2500   185048.7500    11783.2500        1.0000
   13502.49828    22937.2500    10849.0000     9246.0000    39623.0000    13720.0000    12083.0000   152814.0000   188723.5000   188866.0000   180851.0000   187726.0000   209289.2500   207801.2500   200478.7500    12861.2500        1.0000
   13502.99789    24054.2500    11364.0000     9644.0000    41135.0000    14295.0000    12770.0000   158072.0000   197228.5000   195697.0000   188566.0000   196638.0000   220248.2500   216102.2500   210546.7500    13475.2500        1.0000
   13503.49750    24385.2500    11515.0000     9593.0000    41094.0000    14645.0000    12823.0000   159790.0000   198556.5000   198385.0000   190537.0000   199698.0000   221672.2500   219869.2500   212810.7500    13656.2500        1.0000
   13503.99712    24417.2500    11528.0000     9923.0000    41070.0000    14232.0000    13064.0000   160152.0000   199144.5000   198803.0000   191003.0000   199883.0000   222711.2500   220126.2500   213439.7500    13680.2500        1.0000
   13505.00303    24460.2500    11553.0000     9629.0000    41504.0000    14604.0000    12713.0000   159955.0000   200120.5000   198894.0000   191704.0000   200017.0000   223575.2500   220230.2500   214183.7500    13723.2500        1.0000
   13506.00229    24436.2500    11543.0000     9847.0000    41320.0000    14588.0000    13220.0000   159888.0000   200248.5000   199035.0000   191446.0000   199777.0000   223901.2500   220390.2500   213902.7500    13719.2500        1.0000
   13507.00158    24400.2500    11528.0000     9487.0000    41370.0000    14535.0000    12879.0000   160012.0000   199931.5000   198599.0000   190792.0000   199929.0000   223597.2500   219766.2500   213078.7500    13705.2500        1.0000
   13508.00088    24376.2500    11518.0000     9837.0000    41863.0000    14688.0000    12955.0000   159373.0000   200409.5000   199131.0000   191061.0000   199050.0000   223832.2500   220555.2500   213420.7500    13687.2500        1.0000
   13509.00019    24329.2500    11496.0000     9721.0000    41757.0000    14574.0000    13176.0000   159781.0000   199804.5000   197486.0000   190615.0000   199210.0000   223469.2500   218598.2500   212940.7500    13651.2500        1.0000
   13509.99953    24355.2500    11512.0000     9787.0000    41629.0000    14728.0000    13171.0000   159384.0000   199820.5000   198427.0000   191480.0000   199069.0000   223526.2500   219620.2500   213727.7500    13651.2500        1.0000
   13510.99888    24337.2500    11506.0000     9668.0000    41590.0000    14640.0000    13187.0000   159859.0000   199603.5000   198647.0000   191103.0000   199204.0000   223171.2500   219908.2500   213217.7500    13623.2500        1.0000
   13511.99825    24344.2500    11512.0000     9764.0000    41711.0000    14565.0000    13232.0000   159895.0000   199849.5000   198351.0000   190512.0000   199455.0000   223425.2500   219645.2500   212672.7500    13605.2500        1.0000
   13512.99764    24329.2500    11507.0000    10020.0000    41685.0000    14745.0000    13223.0000   159745.0000   199851.5000   198482.0000   191137.0000   199645.0000   223577.2500   219946.2500   213457.7500    13577.2500        1.0000
   13513.99704    24253.2500    11471.0000     9759.0000    41282.0000    14974.0000    13120.0000   159684.0000   198946.5000   197983.0000   189457.0000   199254.0000   222317.2500   219226.2500   211783.7500    13516.2500        1.0000
   13515.00313    24286.2500    11490.0000     9838.0000    41737.0000    14778.0000    13126.0000   159846.0000   198858.5000   199024.0000   190304.0000   199237.0000   222339.2500   220116.2500   212414.7500    13524.2500        1.0000
   13516.00256    24283.2500    11492.0000     9742.0000    42060.0000    14597.0000    13154.0000   159787.0000   199853.5000   197449.0000   191297.0000   199404.0000   223435.2500   218770.2500   213380.7500    13518.2500        1.0000
   13517.00202    24237.2500    11470.0000     9631.0000    41950.0000    14952.0000    13222.0000   158801.0000   199580.5000   197338.0000   189734.0000   198178.0000   223147.2500   218294.2500   211948.7500    13491.2500        1.0000
   13518.00149    24254.2500    11480.0000     9923.0000    41879.0000    14889.0000    13016.0000   159276.0000   199549.5000   197859.0000   189765.0000   198306.0000   223180.2500   219053.2500   211899.7500    13503.2500        1.0000
   13519.00099    24232.2500    11476.0000     9741.0000    41785.0000    14663.0000    13147.0000   159377.0000   199663.5000   197588.0000   190083.0000   198868.0000   222982.2500   218957.2500   212080.7500    13503.2500        1.0000
   13520.00049    24202.2500    11463.0000     9691.0000    42064.0000    14824.0000    13293.0000   158713.0000   198701.5000   197921.0000   190785.0000   197936.0000   222067.2500   219324.2500   213266.7500    13497.2500        1.0000
   13521.00002    24180.2500    11455.0000     9806.0000    42151.0000    14669.0000    13099.0000   158657.0000   198496.5000   197900.0000   190276.0000   197584.0000   221762.2500   219024.2500   212210.7500    13501.2500        1.0000
   13521.99956    24158.2500    11446.0000     9860.0000    41956.0000    14885.0000    13102.0000   159441.0000   199110.5000   197328.0000   189912.0000   198924.0000   222456.2500   218457.2500   212300.7500    13504.2500        1.0000
   13522.99912    24127.2500    11432.0000     9894.0000    42239.0000    14565.0000    13285.0000   158643.0000   199116.5000   197858.0000   190086.0000   197523.0000   222282.2500   218687.2500   212036.7500    13501.2500        1.0000
   13523.99870    24034.2500    11391.0000     9718.0000    41829.0000    14796.0000    12889.0000   158432.0000   197785.5000   196568.0000   189573.0000   197013.0000   220567.2500   217273.2500   211498.7500    13466.2500        1.0000
   13528.99685    21110.2500    10035.0000     8449.0000    38687.0000    12824.0000    11448.0000   143533.0000   177583.5000   177357.0000   169604.0000   173758.0000   195588.2500   194086.2500   186657.7500    11935.2500        1.0000
   13534.00209    24253.2500    11520.0000     9661.0000    42602.0000    14706.0000    12915.0000   159329.0000   199284.5000   198513.0000   190025.0000   198670.0000   222836.2500   219538.2500   212095.7500    13738.2500        1.0000
   13539.00110    24234.2500    11522.0000     9518.0000    42741.0000    14283.0000    12853.0000   159061.0000   198434.5000   197054.0000   189737.0000   198101.0000   221967.2500   218110.2500   211681.7500    13788.2500        1.0000
   13544.00055    24142.2500    11495.0000     9171.0000    42751.0000    14383.0000    12672.0000   158833.0000   198332.5000   197258.0000   189281.0000   197623.0000   221528.2500   218221.2500   211491.7500    13790.2500        1.0000
   13549.00042    24158.2500    11513.0000     9413.0000    43296.0000    14271.0000    12546.0000   158760.0000   198547.5000   197208.0000   189143.0000   197851.0000   221884.2500   218155.2500   211445.7500    13850.2500        1.0000
   13554.00072    24091.2500    11496.0000     9486.0000    43529.0000    14115.0000    12546.0000   159099.0000   198077.5000   196038.0000   188154.0000   198016.0000   221013.2500   216581.2500   209832.7500    13876.2500        1.0000
   13559.00146    24102.2500    11513.0000     9390.0000    43579.0000    14170.0000    12596.0000   158533.0000   197438.5000   196973.0000   189139.0000   197493.0000   220487.2500   217841.2500   211387.7500    13949.2500        1.0000
   13564.00262    24057.2500    11503.0000     9301.0000    44196.0000    14001.0000    12433.0000   158790.0000   197066.5000   196071.0000   188498.0000   197710.0000   220271.2500   216913.2500   209933.7500    13987.2500        1.0000
   13568.99754    23975.2500    11477.0000     9402.0000    43229.0000    14046.0000    12439.0000   158425.0000   196731.5000   195364.0000   188403.0000   197035.0000   219465.2500   216220.2500   210047.7500    13992.2500        1.0000
   13573.99956    24040.2500    11518.0000     9197.0000    43942.0000    14180.0000    12454.0000   158293.0000   197854.5000   196721.0000   189486.0000   197175.0000   220882.2500   217625.2500   211136.7500    14068.2500        1.0000
   13579.00200    24064.2500    11539.0000     9228.0000    44347.0000    14039.0000    12500.0000   158792.0000   197356.5000   196464.0000   188821.0000   197304.0000   220513.2500   217364.2500   210718.7500    14118.2500        1.0000
   13583.99821    24053.2500    11543.0000     9329.0000    44307.0000    14069.0000    12168.0000   158546.0000   197945.5000   196496.0000   189111.0000   197453.0000   220981.2500   217352.2500   210984.7500    14150.2500        1.0000
   13589.00151    24083.2500    11566.0000     9070.0000    44708.0000    14191.0000    12497.0000   158670.0000   198170.5000   196532.0000   189175.0000   197882.0000   221036.2500   217198.2500   211088.7500    14209.2500        1.0000
   13593.99856    24058.2500    11567.0000     9339.0000    44668.0000    14158.0000    12425.0000   158681.0000   197968.5000   196653.0000   189113.0000   197426.0000   221095.2500   217630.2500   210861.7500    14243.2500        1.0000
   13599.00271    24098.2500    11599.0000     9469.0000    45157.0000    13888.0000    12215.0000   158656.0000   198274.5000   196599.0000   189439.0000   197482.0000   221659.2500   217232.2500   211342.7500    14319.2500        1.0000
   13604.00062    24073.2500    11601.0000     9420.0000    45163.0000    14198.0000    12450.0000   158739.0000   197378.5000   196758.0000   189658.0000   197515.0000   220139.2500   217571.2500   211592.7500    14346.2500        1.0000
   13608.99895    24120.2500    11634.0000     9218.0000    45175.0000    14273.0000    12305.0000   159386.0000   198545.5000   196677.0000   189316.0000   198565.0000   221640.2500   217670.2500   211216.7500    14410.2500        1.0000
   13613.99770    24021.2500    11597.0000     9443.0000    44880.0000    14131.0000    12569.0000   158601.0000   197366.5000   196735.0000   189310.0000   197820.0000   220339.2500   217615.2500   211093.7500    14379.2500        1.0000
   13618.99687    24088.2500    11638.0000     9225.0000    45919.0000    14156.0000    12486.0000   158634.0000   198477.5000   197154.0000   189542.0000   197469.0000   221532.2500   217830.2500   211604.7500    14456.2500        1.0000
   13624.00315    24034.2500    11623.0000     9273.0000    45773.0000    13990.0000    12451.0000   158217.0000   198555.5000   196640.0000   188283.0000   196530.0000   221552.2500   217422.2500   210122.7500    14465.2500        1.0000
   13629.00316    24063.2500    11648.0000     9245.0000    45882.0000    14071.0000    12380.0000   158681.0000   197475.5000   196394.0000   189496.0000   197429.0000   220618.2500   217287.2500   211273.7500    14532.2500        1.0000
   13633.99693    23953.2500    11606.0000     8944.0000    46257.0000    13979.0000    12197.0000   157911.0000   197249.5000   195444.0000   188044.0000   196930.0000   220111.2500   216168.2500   209478.7500    14516.2500        1.0000
   13638.99779    24052.2500    11664.0000     9122.0000    45821.0000    14007.0000    12454.0000   158584.0000   197754.5000   196263.0000   189226.0000   197333.0000   220987.2500   217256.2500   211227.7500    14631.2500        1.0000
   13643.99907    23993.2500    11647.0000     9083.0000    46171.0000    13867.0000    12168.0000   158370.0000   196895.5000   195328.0000   188082.0000   196976.0000   220065.2500   216172.2500   209560.7500    14646.2500        1.0000
   13649.00078    24017.2500    11671.0000     9088.0000    46235.0000    13927.0000    12274.0000   158721.0000   197723.5000   195664.0000   188341.0000   197512.0000   221117.2500   216330.2500   210069.7500    14714.2500        1.0000
   13654.00290    23988.2500    11669.0000     8875.0000    46544.0000    13738.0000    12209.0000   158212.0000   197688.5000   195892.0000   188478.0000   196992.0000   220762.2500   216824.2500   210434.7500    14744.2500        1.0000
   13658.99876    23989.2500    11681.0000     8969.0000    46952.0000    14066.0000    12185.0000   158486.0000   197685.5000   196121.0000   188559.0000   196994.0000   220927.2500   216583.2500   210322.7500    14795.2500        1.0000
   13664.00172    23977.2500    11688.0000     9086.0000    46402.0000    14070.0000    12131.0000   158555.0000   197249.5000   195234.0000   188392.0000   197482.0000   219714.2500   216060.2500   210160.7500    14841.2500        1.0000
   13668.99842    23968.2500    11693.0000     8896.0000    46720.0000    13737.0000    12155.0000   157546.0000   197242.5000   195216.0000   188895.0000   196224.0000   220232.2500   215589.2500   210671.7500    14886.2500        1.0000
   13674.00221    23940.2500    11692.0000     8953.0000    46623.0000    13828.0000    12159.0000   157846.0000   197316.5000   195523.0000   188318.0000   196401.0000   220430.2500   216061.2500   209939.7500    14919.2500        1.0000
